# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -d -r 3 -v /dev/sr0 image.iso image.log
# Start time:   2015-10-09 19:52:25
# Current time: 2015-10-09 23:19:57
# Scraping failed blocks... (forwards)
# current_pos  current_status
0xD37FB000     /
#      pos        size  status
0x68850800  0x00000800  +
0x68851000  0x00000800  -
0x68851800  0x00000800  +
0x68852000  0x00000800  -
0x68852800  0x00000800  +
0x68853000  0x00000800  -
0x68853800  0x00000800  +
0x68854000  0x00000800  -
0x68854800  0x00000800  +
0x68855000  0x00000800  -
0x68855800  0x00000800  +
0x68856000  0x00000800  -
0x68856800  0x00000800  +
0x68857000  0x00000800  -
0x68857800  0x00000800  +
0x68858000  0x00000800  -
0x68858800  0x00000800  +
0x68859000  0x00000800  -
0x68859800  0x00000800  +
0x6885A000  0x00000800  -
0x6885A800  0x00000800  +
0x6885B000  0x00000800  -
0x6885B800  0x00000800  +
0x6885C000  0x00000800  -
0x6885C800  0x00000800  +
0x6885D000  0x00000800  -
0x6885D800  0x00000800  +
0x6885E000  0x00000800  -
0x6885E800  0x00000800  +
0x6885F000  0x00000800  -
0x6885F800  0x00000800  +
0x68860000  0x00008800  -
0x68868800  0x00000800  +
0x68869000  0x00000800  -
0x68869800  0x00000800  +
0x6886A000  0x00000800  -
0x6886A800  0x00000800  +
0x6886B000  0x00000800  -
0x6886B800  0x00000800  +
0x6886C000  0x00000800  -
0x6886C800  0x00000800  +
0x6886D000  0x00000800  -
0x6886D800  0x00000800  +
0x6886E000  0x00000800  -
0x6886E800  0x00000800  +
0x6886F000  0x00000800  -
0x6886F800  0x00000800  +
0x68870000  0x00000800  -
0x68870800  0x00000800  +
0x68871000  0x00000800  -
0x68871800  0x00000800  +
0x68872000  0x00000800  -
0x68872800  0x00000800  +
0x68873000  0x00000800  -
0x68873800  0x00000800  +
0x68874000  0x00000800  -
0x68874800  0x00000800  +
0x68875000  0x00000800  -
0x68875800  0x00000800  +
0x68876000  0x00000800  -
0x68876800  0x00000800  +
0x68877000  0x00000800  -
0x68877800  0x00000800  +
0x68878000  0x00008000  -
0x68880000  0x00010000  +
0x68890000  0x00008000  -
0x68898000  0x00008000  +
0x688A0000  0x00008000  -
0x688A8000  0x00002800  +
0x688AA800  0x00000800  -
0x688AB000  0x00000800  +
0x688AB800  0x00000800  -
0x688AC000  0x00000800  +
0x688AC800  0x00000800  -
0x688AD000  0x00000800  +
0x688AD800  0x00000800  -
0x688AE000  0x00000800  +
0x688AE800  0x00000800  -
0x688AF000  0x00000800  +
0x688AF800  0x00000800  -
0x688B0000  0x00000800  +
0x688B0800  0x00000800  -
0x688B1000  0x00000800  +
0x688B1800  0x00000800  -
0x688B2000  0x00000800  +
0x688B2800  0x00000800  -
0x688B3000  0x00000800  +
0x688B3800  0x00000800  -
0x688B4000  0x00000800  +
0x688B4800  0x00000800  -
0x688B5000  0x00000800  +
0x688B5800  0x00000800  -
0x688B6000  0x00000800  +
0x688B6800  0x00000800  -
0x688B7000  0x00000800  +
0x688B7800  0x00008800  -
0x688C0000  0x00000800  +
0x688C0800  0x00000800  -
0x688C1000  0x00000800  +
0x688C1800  0x00000800  -
0x688C2000  0x00000800  +
0x688C2800  0x00000800  -
0x688C3000  0x00000800  +
0x688C3800  0x00000800  -
0x688C4000  0x00000800  +
0x688C4800  0x00000800  -
0x688C5000  0x00000800  +
0x688C5800  0x00000800  -
0x688C6000  0x00000800  +
0x688C6800  0x00000800  -
0x688C7000  0x00000800  +
0x688C7800  0x00000800  -
0x688C8000  0x00000800  +
0x688C8800  0x00000800  -
0x688C9000  0x00000800  +
0x688C9800  0x00000800  -
0x688CA000  0x00000800  +
0x688CA800  0x00000800  -
0x688CB000  0x00000800  +
0x688CB800  0x00000800  -
0x688CC000  0x00000800  +
0x688CC800  0x00000800  -
0x688CD000  0x00000800  +
0x688CD800  0x00000800  -
0x688CE000  0x00000800  +
0x688CE800  0x00000800  -
0x688CF000  0x00000800  +
0x688CF800  0x00008800  -
0x688D8000  0x00000800  +
0x688D8800  0x00000800  -
0x688D9000  0x00000800  +
0x688D9800  0x00000800  -
0x688DA000  0x00000800  +
0x688DA800  0x00000800  -
0x688DB000  0x00000800  +
0x688DB800  0x00000800  -
0x688DC000  0x00000800  +
0x688DC800  0x00000800  -
0x688DD000  0x00000800  +
0x688DD800  0x00000800  -
0x688DE000  0x00000800  +
0x688DE800  0x00000800  -
0x688DF000  0x00000800  +
0x688DF800  0x00000800  -
0x688E0000  0x00000800  +
0x688E0800  0x00000800  -
0x688E1000  0x00000800  +
0x688E1800  0x00000800  -
0x688E2000  0x00000800  +
0x688E2800  0x00000800  -
0x688E3000  0x00000800  +
0x688E3800  0x00000800  -
0x688E4000  0x00000800  +
0x688E4800  0x00000800  -
0x688E5000  0x00000800  +
0x688E5800  0x00000800  -
0x688E6000  0x00000800  +
0x688E6800  0x00000800  -
0x688E7000  0x00000800  +
0x688E7800  0x00008800  -
0x688F0000  0x00000800  +
0x688F0800  0x00000800  -
0x688F1000  0x00000800  +
0x688F1800  0x00000800  -
0x688F2000  0x00000800  +
0x688F2800  0x00000800  -
0x688F3000  0x00000800  +
0x688F3800  0x00000800  -
0x688F4000  0x00000800  +
0x688F4800  0x00000800  -
0x688F5000  0x0000B000  +
0x68900000  0x00008000  -
0x68908000  0x00010000  +
0x68918000  0x00008000  -
0x68920000  0x00010000  +
0x68930000  0x00008000  -
0x68938000  0x00000800  +
0x68938800  0x00000800  -
0x68939000  0x00000800  +
0x68939800  0x00000800  -
0x6893A000  0x00000800  +
0x6893A800  0x00000800  -
0x6893B000  0x00000800  +
0x6893B800  0x00000800  -
0x6893C000  0x00000800  +
0x6893C800  0x00000800  -
0x6893D000  0x00000800  +
0x6893D800  0x00000800  -
0x6893E000  0x00000800  +
0x6893E800  0x00000800  -
0x6893F000  0x00000800  +
0x6893F800  0x00000800  -
0x68940000  0x00000800  +
0x68940800  0x00000800  -
0x68941000  0x00000800  +
0x68941800  0x00000800  -
0x68942000  0x00000800  +
0x68942800  0x00000800  -
0x68943000  0x00000800  +
0x68943800  0x00000800  -
0x68944000  0x00000800  +
0x68944800  0x00000800  -
0x68945000  0x00000800  +
0x68945800  0x00000800  -
0x68946000  0x00000800  +
0x68946800  0x00000800  -
0x68947000  0x00000800  +
0x68947800  0x00008800  -
0x68950000  0x00008000  +
0x68958000  0x00008000  -
0x68960000  0x00000800  +
0x68960800  0x00000800  -
0x68961000  0x00000800  +
0x68961800  0x00000800  -
0x68962000  0x00000800  +
0x68962800  0x00000800  -
0x68963000  0x00000800  +
0x68963800  0x00000800  -
0x68964000  0x00000800  +
0x68964800  0x00000800  -
0x68965000  0x00000800  +
0x68965800  0x00000800  -
0x68966000  0x00000800  +
0x68966800  0x00000800  -
0x68967000  0x00000800  +
0x68967800  0x00000800  -
0x68968000  0x00000800  +
0x68968800  0x00000800  -
0x68969000  0x00007000  +
0x68970000  0x00008000  -
0x68978000  0x00010000  +
0x68988000  0x00008000  -
0x68990000  0x00008000  +
0x68998000  0x00001000  -
0x68999000  0x00000800  +
0x68999800  0x00000800  -
0x6899A000  0x00000800  +
0x6899A800  0x00000800  -
0x6899B000  0x00000800  +
0x6899B800  0x00000800  -
0x6899C000  0x00000800  +
0x6899C800  0x00000800  -
0x6899D000  0x00000800  +
0x6899D800  0x00000800  -
0x6899E000  0x00000800  +
0x6899E800  0x00000800  -
0x6899F000  0x00000800  +
0x6899F800  0x00008800  -
0x689A8000  0x00000800  +
0x689A8800  0x00000800  -
0x689A9000  0x00000800  +
0x689A9800  0x00000800  -
0x689AA000  0x00000800  +
0x689AA800  0x00000800  -
0x689AB000  0x00000800  +
0x689AB800  0x00000800  -
0x689AC000  0x00000800  +
0x689AC800  0x00000800  -
0x689AD000  0x00000800  +
0x689AD800  0x00000800  -
0x689AE000  0x00000800  +
0x689AE800  0x00000800  -
0x689AF000  0x00000800  +
0x689AF800  0x00000800  -
0x689B0000  0x00000800  +
0x689B0800  0x00000800  -
0x689B1000  0x00000800  +
0x689B1800  0x00000800  -
0x689B2000  0x00000800  +
0x689B2800  0x00000800  -
0x689B3000  0x00000800  +
0x689B3800  0x00000800  -
0x689B4000  0x00000800  +
0x689B4800  0x00000800  -
0x689B5000  0x00000800  +
0x689B5800  0x00000800  -
0x689B6000  0x00000800  +
0x689B6800  0x00000800  -
0x689B7000  0x00000800  +
0x689B7800  0x00008800  -
0x689C0000  0x00000800  +
0x689C0800  0x00000800  -
0x689C1000  0x00000800  +
0x689C1800  0x00000800  -
0x689C2000  0x00000800  +
0x689C2800  0x00000800  -
0x689C3000  0x00000800  +
0x689C3800  0x00000800  -
0x689C4000  0x00000800  +
0x689C4800  0x00000800  -
0x689C5000  0x00000800  +
0x689C5800  0x00000800  -
0x689C6000  0x00000800  +
0x689C6800  0x00000800  -
0x689C7000  0x00000800  +
0x689C7800  0x00000800  -
0x689C8000  0x00000800  +
0x689C8800  0x00000800  -
0x689C9000  0x00000800  +
0x689C9800  0x00000800  -
0x689CA000  0x00000800  +
0x689CA800  0x00000800  -
0x689CB000  0x00000800  +
0x689CB800  0x00000800  -
0x689CC000  0x00000800  +
0x689CC800  0x00000800  -
0x689CD000  0x00000800  +
0x689CD800  0x00000800  -
0x689CE000  0x00000800  +
0x689CE800  0x00000800  -
0x689CF000  0x00000800  +
0x689CF800  0x00008800  -
0x689D8000  0x00000800  +
0x689D8800  0x00000800  -
0x689D9000  0x00000800  +
0x689D9800  0x00000800  -
0x689DA000  0x00000800  +
0x689DA800  0x00000800  -
0x689DB000  0x00000800  +
0x689DB800  0x00000800  -
0x689DC000  0x00000800  +
0x689DC800  0x00000800  -
0x689DD000  0x00000800  +
0x689DD800  0x00000800  -
0x689DE000  0x00000800  +
0x689DE800  0x00000800  -
0x689DF000  0x00000800  +
0x689DF800  0x00000800  -
0x689E0000  0x00000800  +
0x689E0800  0x00000800  -
0x689E1000  0x00000800  +
0x689E1800  0x00000800  -
0x689E2000  0x00000800  +
0x689E2800  0x00000800  -
0x689E3000  0x00000800  +
0x689E3800  0x00000800  -
0x689E4000  0x00000800  +
0x689E4800  0x00000800  -
0x689E5000  0x00000800  +
0x689E5800  0x00000800  -
0x689E6000  0x00000800  +
0x689E6800  0x00000800  -
0x689E7000  0x00000800  +
0x689E7800  0x00008800  -
0x689F0000  0x00000800  +
0x689F0800  0x00000800  -
0x689F1000  0x00000800  +
0x689F1800  0x00000800  -
0x689F2000  0x00000800  +
0x689F2800  0x00000800  -
0x689F3000  0x00000800  +
0x689F3800  0x00000800  -
0x689F4000  0x00000800  +
0x689F4800  0x00000800  -
0x689F5000  0x00000800  +
0x689F5800  0x00000800  -
0x689F6000  0x00000800  +
0x689F6800  0x00000800  -
0x689F7000  0x00001000  +
0x689F8000  0x00008000  -
0x68A00000  0x00010000  +
0x68A10000  0x00008000  -
0x68A18000  0x00010000  +
0x68A28000  0x00008000  -
0x68A30000  0x00010000  +
0x68A40000  0x00008000  -
0x68A48000  0x00000800  +
0x68A48800  0x00000800  -
0x68A49000  0x00000800  +
0x68A49800  0x00000800  -
0x68A4A000  0x00000800  +
0x68A4A800  0x00000800  -
0x68A4B000  0x00000800  +
0x68A4B800  0x00000800  -
0x68A4C000  0x00000800  +
0x68A4C800  0x00000800  -
0x68A4D000  0x00000800  +
0x68A4D800  0x00000800  -
0x68A4E000  0x00000800  +
0x68A4E800  0x00000800  -
0x68A4F000  0x00000800  +
0x68A4F800  0x00000800  -
0x68A50000  0x00000800  +
0x68A50800  0x00000800  -
0x68A51000  0x00000800  +
0x68A51800  0x00000800  -
0x68A52000  0x00000800  +
0x68A52800  0x00000800  -
0x68A53000  0x00000800  +
0x68A53800  0x00000800  -
0x68A54000  0x00000800  +
0x68A54800  0x00000800  -
0x68A55000  0x00000800  +
0x68A55800  0x00000800  -
0x68A56000  0x00000800  +
0x68A56800  0x00000800  -
0x68A57000  0x00000800  +
0x68A57800  0x00008800  -
0x68A60000  0x00010000  +
0x68A70000  0x00008000  -
0x68A78000  0x00000800  +
0x68A78800  0x00000800  -
0x68A79000  0x00000800  +
0x68A79800  0x00000800  -
0x68A7A000  0x00000800  +
0x68A7A800  0x00000800  -
0x68A7B000  0x00000800  +
0x68A7B800  0x00000800  -
0x68A7C000  0x00000800  +
0x68A7C800  0x00000800  -
0x68A7D000  0x00000800  +
0x68A7D800  0x00000800  -
0x68A7E000  0x00000800  +
0x68A7E800  0x00000800  -
0x68A7F000  0x00000800  +
0x68A7F800  0x00000800  -
0x68A80000  0x00008000  +
0x68A88000  0x00008000  -
0x68A90000  0x00010000  +
0x68AA0000  0x00008000  -
0x68AA8000  0x00008000  +
0x68AB0000  0x00008000  -
0x68AB8000  0x00001000  +
0x68AB9000  0x00000800  -
0x68AB9800  0x00000800  +
0x68ABA000  0x00000800  -
0x68ABA800  0x00000800  +
0x68ABB000  0x00000800  -
0x68ABB800  0x00000800  +
0x68ABC000  0x00000800  -
0x68ABC800  0x00000800  +
0x68ABD000  0x00000800  -
0x68ABD800  0x00000800  +
0x68ABE000  0x00000800  -
0x68ABE800  0x00000800  +
0x68ABF000  0x00001000  -
0x68AC0000  0x00008000  +
0x68AC8000  0x00008800  -
0x68AD0800  0x00000800  +
0x68AD1000  0x00000800  -
0x68AD1800  0x00000800  +
0x68AD2000  0x00000800  -
0x68AD2800  0x00000800  +
0x68AD3000  0x00000800  -
0x68AD3800  0x00000800  +
0x68AD4000  0x00000800  -
0x68AD4800  0x00000800  +
0x68AD5000  0x00000800  -
0x68AD5800  0x00000800  +
0x68AD6000  0x00000800  -
0x68AD6800  0x00000800  +
0x68AD7000  0x00000800  -
0x68AD7800  0x00000800  +
0x68AD8000  0x00000800  -
0x68AD8800  0x00000800  +
0x68AD9000  0x00000800  -
0x68AD9800  0x00000800  +
0x68ADA000  0x00000800  -
0x68ADA800  0x00000800  +
0x68ADB000  0x00000800  -
0x68ADB800  0x00000800  +
0x68ADC000  0x00000800  -
0x68ADC800  0x00000800  +
0x68ADD000  0x00000800  -
0x68ADD800  0x00000800  +
0x68ADE000  0x00000800  -
0x68ADE800  0x00000800  +
0x68ADF000  0x00000800  -
0x68ADF800  0x00000800  +
0x68AE0000  0x00008800  -
0x68AE8800  0x00000800  +
0x68AE9000  0x00000800  -
0x68AE9800  0x00000800  +
0x68AEA000  0x00000800  -
0x68AEA800  0x00000800  +
0x68AEB000  0x00000800  -
0x68AEB800  0x00000800  +
0x68AEC000  0x00000800  -
0x68AEC800  0x00000800  +
0x68AED000  0x00000800  -
0x68AED800  0x00000800  +
0x68AEE000  0x00000800  -
0x68AEE800  0x00000800  +
0x68AEF000  0x00001000  -
0x68AF0000  0x00008000  +
0x68AF8000  0x00008800  -
0x68B00800  0x00000800  +
0x68B01000  0x00000800  -
0x68B01800  0x00000800  +
0x68B02000  0x00000800  -
0x68B02800  0x00000800  +
0x68B03000  0x00000800  -
0x68B03800  0x0000C800  +
0x68B10000  0x00008000  -
0x68B18000  0x00010000  +
0x68B28000  0x00008000  -
0x68B30000  0x00006000  +
0x68B36000  0x00000800  -
0x68B36800  0x00000800  +
0x68B37000  0x00000800  -
0x68B37800  0x00000800  +
0x68B38000  0x00000800  -
0x68B38800  0x00000800  +
0x68B39000  0x00000800  -
0x68B39800  0x00000800  +
0x68B3A000  0x00000800  -
0x68B3A800  0x00000800  +
0x68B3B000  0x00000800  -
0x68B3B800  0x00000800  +
0x68B3C000  0x00000800  -
0x68B3C800  0x00000800  +
0x68B3D000  0x00000800  -
0x68B3D800  0x00000800  +
0x68B3E000  0x00000800  -
0x68B3E800  0x00000800  +
0x68B3F000  0x00000800  -
0x68B3F800  0x00000800  +
0x68B40000  0x00008800  -
0x68B48800  0x00000800  +
0x68B49000  0x00000800  -
0x68B49800  0x00000800  +
0x68B4A000  0x00000800  -
0x68B4A800  0x00000800  +
0x68B4B000  0x00000800  -
0x68B4B800  0x00000800  +
0x68B4C000  0x00000800  -
0x68B4C800  0x00000800  +
0x68B4D000  0x00000800  -
0x68B4D800  0x00000800  +
0x68B4E000  0x00000800  -
0x68B4E800  0x00000800  +
0x68B4F000  0x00000800  -
0x68B4F800  0x00000800  +
0x68B50000  0x00000800  -
0x68B50800  0x00000800  +
0x68B51000  0x00000800  -
0x68B51800  0x00000800  +
0x68B52000  0x00000800  -
0x68B52800  0x00000800  +
0x68B53000  0x00000800  -
0x68B53800  0x00000800  +
0x68B54000  0x00000800  -
0x68B54800  0x00000800  +
0x68B55000  0x00000800  -
0x68B55800  0x00000800  +
0x68B56000  0x00000800  -
0x68B56800  0x00000800  +
0x68B57000  0x00000800  -
0x68B57800  0x00000800  +
0x68B58000  0x00000800  -
0x68B58800  0x00000800  +
0x68B59000  0x00000800  -
0x68B59800  0x00000800  +
0x68B5A000  0x00000800  -
0x68B5A800  0x00000800  +
0x68B5B000  0x00000800  -
0x68B5B800  0x00000800  +
0x68B5C000  0x00000800  -
0x68B5C800  0x00000800  +
0x68B5D000  0x00000800  -
0x68B5D800  0x00000800  +
0x68B5E000  0x00000800  -
0x68B5E800  0x00000800  +
0x68B5F000  0x00000800  -
0x68B5F800  0x00000800  +
0x68B60000  0x00000800  -
0x68B60800  0x00000800  +
0x68B61000  0x00000800  -
0x68B61800  0x00000800  +
0x68B62000  0x00000800  -
0x68B62800  0x00000800  +
0x68B63000  0x00000800  -
0x68B63800  0x00000800  +
0x68B64000  0x00000800  -
0x68B64800  0x00000800  +
0x68B65000  0x00000800  -
0x68B65800  0x00000800  +
0x68B66000  0x00000800  -
0x68B66800  0x00000800  +
0x68B67000  0x00000800  -
0x68B67800  0x00000800  +
0x68B68000  0x00008800  -
0x68B70800  0x00000800  +
0x68B71000  0x00000800  -
0x68B71800  0x00000800  +
0x68B72000  0x00000800  -
0x68B72800  0x00000800  +
0x68B73000  0x00000800  -
0x68B73800  0x00000800  +
0x68B74000  0x00000800  -
0x68B74800  0x00000800  +
0x68B75000  0x00000800  -
0x68B75800  0x00000800  +
0x68B76000  0x00000800  -
0x68B76800  0x00000800  +
0x68B77000  0x00000800  -
0x68B77800  0x00000800  +
0x68B78000  0x00000800  -
0x68B78800  0x00000800  +
0x68B79000  0x00000800  -
0x68B79800  0x00000800  +
0x68B7A000  0x00000800  -
0x68B7A800  0x00000800  +
0x68B7B000  0x00000800  -
0x68B7B800  0x00000800  +
0x68B7C000  0x00000800  -
0x68B7C800  0x00000800  +
0x68B7D000  0x00000800  -
0x68B7D800  0x00000800  +
0x68B7E000  0x00000800  -
0x68B7E800  0x00000800  +
0x68B7F000  0x00000800  -
0x68B7F800  0x00000800  +
0x68B80000  0x00008000  -
0x68B88000  0x00010000  +
0x68B98000  0x00008000  -
0x68BA0000  0x0000C000  +
0x68BAC000  0x00000800  -
0x68BAC800  0x00000800  +
0x68BAD000  0x00000800  -
0x68BAD800  0x00000800  +
0x68BAE000  0x00000800  -
0x68BAE800  0x00000800  +
0x68BAF000  0x00000800  -
0x68BAF800  0x00000800  +
0x68BB0000  0x00008800  -
0x68BB8800  0x00000800  +
0x68BB9000  0x00000800  -
0x68BB9800  0x00000800  +
0x68BBA000  0x00000800  -
0x68BBA800  0x00000800  +
0x68BBB000  0x00000800  -
0x68BBB800  0x00000800  +
0x68BBC000  0x00000800  -
0x68BBC800  0x00000800  +
0x68BBD000  0x00000800  -
0x68BBD800  0x00000800  +
0x68BBE000  0x00000800  -
0x68BBE800  0x00000800  +
0x68BBF000  0x00000800  -
0x68BBF800  0x00000800  +
0x68BC0000  0x00000800  -
0x68BC0800  0x00000800  +
0x68BC1000  0x00000800  -
0x68BC1800  0x00000800  +
0x68BC2000  0x00000800  -
0x68BC2800  0x00000800  +
0x68BC3000  0x00000800  -
0x68BC3800  0x00000800  +
0x68BC4000  0x00000800  -
0x68BC4800  0x00000800  +
0x68BC5000  0x00000800  -
0x68BC5800  0x00000800  +
0x68BC6000  0x00000800  -
0x68BC6800  0x00000800  +
0x68BC7000  0x00000800  -
0x68BC7800  0x00000800  +
0x68BC8000  0x00008000  -
0x68BD0000  0x00010000  +
0x68BE0000  0x00008800  -
0x68BE8800  0x00000800  +
0x68BE9000  0x00000800  -
0x68BE9800  0x00000800  +
0x68BEA000  0x00000800  -
0x68BEA800  0x00000800  +
0x68BEB000  0x00000800  -
0x68BEB800  0x00000800  +
0x68BEC000  0x00000800  -
0x68BEC800  0x00000800  +
0x68BED000  0x00000800  -
0x68BED800  0x00000800  +
0x68BEE000  0x00000800  -
0x68BEE800  0x00000800  +
0x68BEF000  0x00000800  -
0x68BEF800  0x00000800  +
0x68BF0000  0x00000800  -
0x68BF0800  0x00000800  +
0x68BF1000  0x00000800  -
0x68BF1800  0x00000800  +
0x68BF2000  0x00000800  -
0x68BF2800  0x00000800  +
0x68BF3000  0x00000800  -
0x68BF3800  0x00000800  +
0x68BF4000  0x00000800  -
0x68BF4800  0x00000800  +
0x68BF5000  0x00000800  -
0x68BF5800  0x00000800  +
0x68BF6000  0x00000800  -
0x68BF6800  0x00001800  +
0x68BF8000  0x00000800  -
0x68BF8800  0x00007000  +
0x68BFF800  0x00000800  -
0x68C00000  0x00008000  +
0x68C08000  0x00008000  -
0x68C10000  0x00010000  +
0x68C20000  0x00008000  -
0x68C28000  0x00000800  +
0x68C28800  0x00000800  -
0x68C29000  0x00000800  +
0x68C29800  0x00000800  -
0x68C2A000  0x00000800  +
0x68C2A800  0x00000800  -
0x68C2B000  0x00000800  +
0x68C2B800  0x00000800  -
0x68C2C000  0x00000800  +
0x68C2C800  0x00000800  -
0x68C2D000  0x00000800  +
0x68C2D800  0x00000800  -
0x68C2E000  0x00000800  +
0x68C2E800  0x00000800  -
0x68C2F000  0x00000800  +
0x68C2F800  0x00000800  -
0x68C30000  0x00008000  +
0x68C38000  0x00008000  -
0x68C40000  0x00000800  +
0x68C40800  0x00000800  -
0x68C41000  0x00000800  +
0x68C41800  0x00000800  -
0x68C42000  0x00000800  +
0x68C42800  0x00000800  -
0x68C43000  0x00000800  +
0x68C43800  0x00000800  -
0x68C44000  0x00000800  +
0x68C44800  0x00000800  -
0x68C45000  0x00000800  +
0x68C45800  0x00000800  -
0x68C46000  0x00000800  +
0x68C46800  0x00000800  -
0x68C47000  0x00000800  +
0x68C47800  0x00000800  -
0x68C48000  0x00000800  +
0x68C48800  0x00000800  -
0x68C49000  0x00000800  +
0x68C49800  0x00000800  -
0x68C4A000  0x00000800  +
0x68C4A800  0x00000800  -
0x68C4B000  0x00000800  +
0x68C4B800  0x00000800  -
0x68C4C000  0x00000800  +
0x68C4C800  0x00000800  -
0x68C4D000  0x00000800  +
0x68C4D800  0x00000800  -
0x68C4E000  0x00000800  +
0x68C4E800  0x00000800  -
0x68C4F000  0x00000800  +
0x68C4F800  0x00008800  -
0x68C58000  0x00000800  +
0x68C58800  0x00000800  -
0x68C59000  0x00000800  +
0x68C59800  0x00000800  -
0x68C5A000  0x00000800  +
0x68C5A800  0x00000800  -
0x68C5B000  0x00000800  +
0x68C5B800  0x00000800  -
0x68C5C000  0x00000800  +
0x68C5C800  0x00000800  -
0x68C5D000  0x00000800  +
0x68C5D800  0x00000800  -
0x68C5E000  0x00000800  +
0x68C5E800  0x00000800  -
0x68C5F000  0x00000800  +
0x68C5F800  0x00000800  -
0x68C60000  0x00000800  +
0x68C60800  0x00000800  -
0x68C61000  0x00000800  +
0x68C61800  0x00000800  -
0x68C62000  0x00000800  +
0x68C62800  0x00000800  -
0x68C63000  0x00000800  +
0x68C63800  0x00000800  -
0x68C64000  0x00000800  +
0x68C64800  0x00000800  -
0x68C65000  0x00000800  +
0x68C65800  0x00000800  -
0x68C66000  0x00000800  +
0x68C66800  0x00000800  -
0x68C67000  0x00000800  +
0x68C67800  0x00008800  -
0x68C70000  0x00010000  +
0x68C80000  0x00008000  -
0x68C88000  0x00010000  +
0x68C98000  0x00008000  -
0x68CA0000  0x00000800  +
0x68CA0800  0x00000800  -
0x68CA1000  0x00000800  +
0x68CA1800  0x00000800  -
0x68CA2000  0x00000800  +
0x68CA2800  0x00000800  -
0x68CA3000  0x00000800  +
0x68CA3800  0x00000800  -
0x68CA4000  0x00000800  +
0x68CA4800  0x00000800  -
0x68CA5000  0x00000800  +
0x68CA5800  0x00000800  -
0x68CA6000  0x00000800  +
0x68CA6800  0x00000800  -
0x68CA7000  0x00000800  +
0x68CA7800  0x00000800  -
0x68CA8000  0x00000800  +
0x68CA8800  0x00000800  -
0x68CA9000  0x00000800  +
0x68CA9800  0x00000800  -
0x68CAA000  0x00000800  +
0x68CAA800  0x00000800  -
0x68CAB000  0x00000800  +
0x68CAB800  0x00000800  -
0x68CAC000  0x00000800  +
0x68CAC800  0x00000800  -
0x68CAD000  0x00000800  +
0x68CAD800  0x00000800  -
0x68CAE000  0x00000800  +
0x68CAE800  0x00000800  -
0x68CAF000  0x00000800  +
0x68CAF800  0x00000800  -
0x68CB0000  0x00000800  +
0x68CB0800  0x00000800  -
0x68CB1000  0x00000800  +
0x68CB1800  0x00000800  -
0x68CB2000  0x00000800  +
0x68CB2800  0x00000800  -
0x68CB3000  0x00000800  +
0x68CB3800  0x00000800  -
0x68CB4000  0x00000800  +
0x68CB4800  0x00000800  -
0x68CB5000  0x00000800  +
0x68CB5800  0x00000800  -
0x68CB6000  0x00000800  +
0x68CB6800  0x00000800  -
0x68CB7000  0x00000800  +
0x68CB7800  0x00000800  -
0x68CB8000  0x00000800  +
0x68CB8800  0x00000800  -
0x68CB9000  0x00000800  +
0x68CB9800  0x00000800  -
0x68CBA000  0x00000800  +
0x68CBA800  0x00000800  -
0x68CBB000  0x00000800  +
0x68CBB800  0x00000800  -
0x68CBC000  0x00000800  +
0x68CBC800  0x00000800  -
0x68CBD000  0x00000800  +
0x68CBD800  0x00000800  -
0x68CBE000  0x00000800  +
0x68CBE800  0x00000800  -
0x68CBF000  0x00000800  +
0x68CBF800  0x00024800  -
0x68CE4000  0x0000C000  +
0x68CF0000  0x00008000  -
0x68CF8000  0x00010000  +
0x68D08000  0x00008000  -
0x68D10000  0x00010000  +
0x68D20000  0x00008000  -
0x68D28000  0x00000800  +
0x68D28800  0x00000800  -
0x68D29000  0x00000800  +
0x68D29800  0x00000800  -
0x68D2A000  0x00000800  +
0x68D2A800  0x00000800  -
0x68D2B000  0x00000800  +
0x68D2B800  0x00000800  -
0x68D2C000  0x00000800  +
0x68D2C800  0x00000800  -
0x68D2D000  0x00000800  +
0x68D2D800  0x00000800  -
0x68D2E000  0x00000800  +
0x68D2E800  0x00000800  -
0x68D2F000  0x00000800  +
0x68D2F800  0x00000800  -
0x68D30000  0x00000800  +
0x68D30800  0x00000800  -
0x68D31000  0x00000800  +
0x68D31800  0x00000800  -
0x68D32000  0x00000800  +
0x68D32800  0x00000800  -
0x68D33000  0x00000800  +
0x68D33800  0x00000800  -
0x68D34000  0x00000800  +
0x68D34800  0x00000800  -
0x68D35000  0x00000800  +
0x68D35800  0x00000800  -
0x68D36000  0x00000800  +
0x68D36800  0x00000800  -
0x68D37000  0x00000800  +
0x68D37800  0x00008800  -
0x68D40000  0x00010000  +
0x68D50000  0x00008000  -
0x68D58000  0x00008000  +
0x68D60000  0x00008000  -
0x68D68000  0x00010000  +
0x68D78000  0x00008000  -
0x68D80000  0x00004000  +
0x68D84000  0x00000800  -
0x68D84800  0x00000800  +
0x68D85000  0x00000800  -
0x68D85800  0x00000800  +
0x68D86000  0x00000800  -
0x68D86800  0x00000800  +
0x68D87000  0x00000800  -
0x68D87800  0x00000800  +
0x68D88000  0x00000800  -
0x68D88800  0x00000800  +
0x68D89000  0x00000800  -
0x68D89800  0x00000800  +
0x68D8A000  0x00000800  -
0x68D8A800  0x00000800  +
0x68D8B000  0x00000800  -
0x68D8B800  0x00000800  +
