# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -M -d -v /dev/sr0 image.iso image.log
# Start time:   2015-10-29 09:44:54
# Current time: 2015-10-29 11:28:20
# Trimming failed blocks... (forwards)
# current_pos  current_status
0x6A311800     *
#      pos        size  status
0x6A48C800  0x00000800  *
0x6A48D000  0x00000800  +
0x6A48D800  0x00000800  *
0x6A48E000  0x00000800  +
0x6A48E800  0x00000800  *
0x6A48F000  0x00000800  +
0x6A48F800  0x00000800  *
0x6A490000  0x00000800  +
0x6A490800  0x00000800  *
0x6A491000  0x00000800  +
0x6A491800  0x00000800  *
0x6A492000  0x00000800  +
0x6A492800  0x00000800  *
0x6A493000  0x00000800  +
0x6A493800  0x00000800  *
0x6A494000  0x00000800  +
0x6A494800  0x00000800  *
0x6A495000  0x00000800  +
0x6A495800  0x00000800  *
0x6A496000  0x00000800  +
0x6A496800  0x00000800  *
0x6A497000  0x00000800  +
0x6A497800  0x00000800  *
0x6A498000  0x00000800  +
0x6A498800  0x00000800  *
0x6A499000  0x00000800  +
0x6A499800  0x00000800  *
0x6A49A000  0x00000800  +
0x6A49A800  0x00000800  *
0x6A49B000  0x00000800  +
0x6A49B800  0x00000800  *
0x6A49C000  0x00000800  +
0x6A49C800  0x00000800  *
0x6A49D000  0x00000800  +
0x6A49D800  0x00000800  *
0x6A49E000  0x00000800  +
0x6A49E800  0x00000800  *
0x6A49F000  0x00000800  +
0x6A49F800  0x00000800  *
0x6A4A0000  0x00010800  +
0x6A4B0800  0x00000800  *
0x6A4B1000  0x00000800  +
0x6A4B1800  0x00000800  *
0x6A4B2000  0x00000800  +
0x6A4B2800  0x00000800  *
0x6A4B3000  0x00000800  +
0x6A4B3800  0x00000800  *
0x6A4B4000  0x00000800  +
0x6A4B4800  0x00000800  *
0x6A4B5000  0x00000800  +
0x6A4B5800  0x00000800  *
0x6A4B6000  0x00000800  +
0x6A4B6800  0x00000800  *
0x6A4B7000  0x00000800  +
0x6A4B7800  0x00000800  *
0x6A4B8000  0x00000800  +
0x6A4B8800  0x00000800  *
0x6A4B9000  0x00000800  +
0x6A4B9800  0x00000800  *
0x6A4BA000  0x00000800  +
0x6A4BA800  0x00000800  *
0x6A4BB000  0x00000800  +
0x6A4BB800  0x00000800  *
0x6A4BC000  0x00000800  +
0x6A4BC800  0x00000800  *
0x6A4BD000  0x00000800  +
0x6A4BD800  0x00000800  *
0x6A4BE000  0x00000800  +
0x6A4BE800  0x00000800  *
0x6A4BF000  0x00000800  +
0x6A4BF800  0x00000800  *
0x6A4C0000  0x00000800  +
0x6A4C0800  0x00000800  *
0x6A4C1000  0x00000800  +
0x6A4C1800  0x00000800  *
0x6A4C2000  0x00000800  +
0x6A4C2800  0x00000800  *
0x6A4C3000  0x00000800  +
0x6A4C3800  0x00000800  *
0x6A4C4000  0x00000800  +
0x6A4C4800  0x00000800  *
0x6A4C5000  0x00000800  +
0x6A4C5800  0x00000800  *
0x6A4C6000  0x00000800  +
0x6A4C6800  0x00000800  *
0x6A4C7000  0x00000800  +
0x6A4C7800  0x00000800  *
0x6A4C8000  0x00000800  +
0x6A4C8800  0x00000800  *
0x6A4C9000  0x00000800  +
0x6A4C9800  0x00000800  *
0x6A4CA000  0x00000800  +
0x6A4CA800  0x00000800  *
0x6A4CB000  0x00000800  +
0x6A4CB800  0x00000800  *
0x6A4CC000  0x00000800  +
0x6A4CC800  0x00000800  *
0x6A4CD000  0x00000800  +
0x6A4CD800  0x00000800  *
0x6A4CE000  0x00000800  +
0x6A4CE800  0x00000800  *
0x6A4CF000  0x00000800  +
0x6A4CF800  0x00000800  *
0x6A4D0000  0x00000800  +
0x6A4D0800  0x00000800  *
0x6A4D1000  0x00000800  +
0x6A4D1800  0x00000800  *
0x6A4D2000  0x00000800  +
0x6A4D2800  0x00000800  *
0x6A4D3000  0x00000800  +
0x6A4D3800  0x00000800  *
0x6A4D4000  0x00000800  +
0x6A4D4800  0x00000800  *
0x6A4D5000  0x00000800  +
0x6A4D5800  0x00000800  *
0x6A4D6000  0x00000800  +
0x6A4D6800  0x00000800  *
0x6A4D7000  0x00019800  +
0x6A4F0800  0x00000800  *
0x6A4F1000  0x00000800  +
0x6A4F1800  0x00000800  *
0x6A4F2000  0x00000800  +
0x6A4F2800  0x00000800  *
0x6A4F3000  0x00000800  +
0x6A4F3800  0x00000800  *
0x6A4F4000  0x00000800  +
0x6A4F4800  0x00000800  *
0x6A4F5000  0x00000800  +
0x6A4F5800  0x00000800  *
0x6A4F6000  0x00000800  +
0x6A4F6800  0x00000800  *
0x6A4F7000  0x00000800  +
0x6A4F7800  0x00000800  *
0x6A4F8000  0x00000800  +
0x6A4F8800  0x00000800  *
0x6A4F9000  0x00000800  +
0x6A4F9800  0x00000800  *
0x6A4FA000  0x00000800  +
0x6A4FA800  0x00000800  *
0x6A4FB000  0x00000800  +
0x6A4FB800  0x00000800  *
0x6A4FC000  0x00000800  +
0x6A4FC800  0x00000800  *
0x6A4FD000  0x00000800  +
0x6A4FD800  0x00000800  *
0x6A4FE000  0x00000800  +
0x6A4FE800  0x00000800  *
0x6A4FF000  0x00000800  +
0x6A4FF800  0x00000800  *
0x6A500000  0x00000800  +
0x6A500800  0x00000800  *
0x6A501000  0x00000800  +
0x6A501800  0x00000800  *
0x6A502000  0x00000800  +
0x6A502800  0x00000800  *
0x6A503000  0x00000800  +
0x6A503800  0x00000800  *
0x6A504000  0x00000800  +
0x6A504800  0x00000800  *
0x6A505000  0x00000800  +
0x6A505800  0x00000800  *
0x6A506000  0x00000800  +
0x6A506800  0x00000800  *
0x6A507000  0x00000800  +
0x6A507800  0x00000800  *
0x6A508000  0x00000800  +
0x6A508800  0x00000800  *
0x6A509000  0x00000800  +
0x6A509800  0x00000800  *
0x6A50A000  0x00000800  +
0x6A50A800  0x00000800  *
0x6A50B000  0x00000800  +
0x6A50B800  0x00000800  *
0x6A50C000  0x00000800  +
0x6A50C800  0x00000800  *
0x6A50D000  0x00000800  +
0x6A50D800  0x00000800  *
0x6A50E000  0x00000800  +
0x6A50E800  0x00000800  *
0x6A50F000  0x00000800  +
0x6A50F800  0x00000800  *
0x6A510000  0x00010800  +
0x6A520800  0x00000800  *
0x6A521000  0x00000800  +
0x6A521800  0x00000800  *
0x6A522000  0x00000800  +
0x6A522800  0x00000800  *
0x6A523000  0x00000800  +
0x6A523800  0x00000800  *
0x6A524000  0x00000800  +
0x6A524800  0x00000800  *
0x6A525000  0x00000800  +
0x6A525800  0x00000800  *
0x6A526000  0x00000800  +
0x6A526800  0x00000800  *
0x6A527000  0x00000800  +
0x6A527800  0x00000800  *
0x6A528000  0x00000800  +
0x6A528800  0x00000800  *
0x6A529000  0x00000800  +
0x6A529800  0x00000800  *
0x6A52A000  0x00000800  +
0x6A52A800  0x00000800  *
0x6A52B000  0x00000800  +
0x6A52B800  0x00000800  *
0x6A52C000  0x00000800  +
0x6A52C800  0x00000800  *
0x6A52D000  0x00000800  +
0x6A52D800  0x00000800  *
0x6A52E000  0x00000800  +
0x6A52E800  0x00000800  *
0x6A52F000  0x0000E000  +
0x6A53D000  0x00000800  *
0x6A53D800  0x00000800  +
0x6A53E000  0x00000800  *
0x6A53E800  0x00000800  +
0x6A53F000  0x00000800  *
0x6A53F800  0x00010800  +
0x6A550000  0x00000800  *
0x6A550800  0x00000800  +
0x6A551000  0x00000800  *
0x6A551800  0x00000800  +
0x6A552000  0x00000800  *
0x6A552800  0x00000800  +
0x6A553000  0x00000800  *
0x6A553800  0x00000800  +
0x6A554000  0x00000800  *
0x6A554800  0x00000800  +
0x6A555000  0x00000800  *
0x6A555800  0x00000800  +
0x6A556000  0x00000800  *
0x6A556800  0x00000800  +
0x6A557000  0x00000800  *
0x6A557800  0x00000800  +
0x6A558000  0x00000800  *
0x6A558800  0x00000800  +
0x6A559000  0x00000800  *
0x6A559800  0x00000800  +
0x6A55A000  0x00000800  *
0x6A55A800  0x00000800  +
0x6A55B000  0x00000800  *
0x6A55B800  0x00000800  +
0x6A55C000  0x00000800  *
0x6A55C800  0x00000800  +
0x6A55D000  0x00000800  *
0x6A55D800  0x00000800  +
0x6A55E000  0x00000800  *
0x6A55E800  0x00000800  +
0x6A55F000  0x00000800  *
0x6A55F800  0x00000800  +
0x6A560000  0x00000800  *
0x6A560800  0x00000800  +
0x6A561000  0x00000800  *
0x6A561800  0x00000800  +
0x6A562000  0x00000800  *
0x6A562800  0x00000800  +
0x6A563000  0x00000800  *
0x6A563800  0x00000800  +
0x6A564000  0x00000800  *
0x6A564800  0x00000800  +
0x6A565000  0x00000800  *
0x6A565800  0x00000800  +
0x6A566000  0x00000800  *
0x6A566800  0x00000800  +
0x6A567000  0x00000800  *
0x6A567800  0x00000800  +
0x6A568000  0x00000800  *
0x6A568800  0x00000800  +
0x6A569000  0x00000800  *
0x6A569800  0x00000800  +
0x6A56A000  0x00000800  *
0x6A56A800  0x00000800  +
0x6A56B000  0x00000800  *
0x6A56B800  0x00000800  +
0x6A56C000  0x00000800  *
0x6A56C800  0x00000800  +
0x6A56D000  0x00000800  *
0x6A56D800  0x00000800  +
0x6A56E000  0x00000800  *
0x6A56E800  0x00000800  +
0x6A56F000  0x00000800  *
0x6A56F800  0x00000800  +
0x6A570000  0x00000800  *
0x6A570800  0x00000800  +
0x6A571000  0x00000800  *
0x6A571800  0x00000800  +
0x6A572000  0x00000800  *
0x6A572800  0x00000800  +
0x6A573000  0x00000800  *
0x6A573800  0x00000800  +
0x6A574000  0x00000800  *
0x6A574800  0x00000800  +
0x6A575000  0x00000800  *
0x6A575800  0x00000800  +
0x6A576000  0x00000800  *
0x6A576800  0x00000800  +
0x6A577000  0x00000800  *
0x6A577800  0x00000800  +
0x6A578000  0x00000800  *
0x6A578800  0x00000800  +
0x6A579000  0x00000800  *
0x6A579800  0x00000800  +
0x6A57A000  0x00000800  *
0x6A57A800  0x00000800  +
0x6A57B000  0x00000800  *
0x6A57B800  0x00000800  +
0x6A57C000  0x00000800  *
0x6A57C800  0x00000800  +
0x6A57D000  0x00000800  *
0x6A57D800  0x00000800  +
0x6A57E000  0x00000800  *
0x6A57E800  0x00000800  +
0x6A57F000  0x00000800  *
0x6A57F800  0x00019000  +
0x6A598800  0x00000800  *
0x6A599000  0x00000800  +
0x6A599800  0x00000800  *
0x6A59A000  0x00000800  +
0x6A59A800  0x00000800  *
0x6A59B000  0x00000800  +
0x6A59B800  0x00000800  *
0x6A59C000  0x00000800  +
0x6A59C800  0x00000800  *
0x6A59D000  0x00000800  +
0x6A59D800  0x00000800  *
0x6A59E000  0x00000800  +
0x6A59E800  0x00000800  *
0x6A59F000  0x00000800  +
0x6A59F800  0x00000800  *
0x6A5A0000  0x00000800  +
0x6A5A0800  0x00000800  *
0x6A5A1000  0x00000800  +
0x6A5A1800  0x00000800  *
0x6A5A2000  0x00000800  +
0x6A5A2800  0x00000800  *
0x6A5A3000  0x00000800  +
0x6A5A3800  0x00000800  *
0x6A5A4000  0x00000800  +
0x6A5A4800  0x00000800  *
0x6A5A5000  0x00000800  +
0x6A5A5800  0x00000800  *
0x6A5A6000  0x00000800  +
0x6A5A6800  0x00000800  *
0x6A5A7000  0x00000800  +
0x6A5A7800  0x00000800  *
0x6A5A8000  0x00000800  +
0x6A5A8800  0x00000800  *
0x6A5A9000  0x00000800  +
0x6A5A9800  0x00000800  *
0x6A5AA000  0x00000800  +
0x6A5AA800  0x00000800  *
0x6A5AB000  0x00000800  +
0x6A5AB800  0x00000800  *
0x6A5AC000  0x00000800  +
0x6A5AC800  0x00000800  *
0x6A5AD000  0x00000800  +
0x6A5AD800  0x00000800  *
0x6A5AE000  0x00000800  +
0x6A5AE800  0x00000800  *
0x6A5AF000  0x00000800  +
0x6A5AF800  0x00000800  *
0x6A5B0000  0x00010800  +
0x6A5C0800  0x00000800  *
0x6A5C1000  0x00000800  +
0x6A5C1800  0x00000800  *
0x6A5C2000  0x00000800  +
0x6A5C2800  0x00000800  *
0x6A5C3000  0x00000800  +
0x6A5C3800  0x00000800  *
0x6A5C4000  0x00000800  +
0x6A5C4800  0x00000800  *
0x6A5C5000  0x00000800  +
0x6A5C5800  0x00000800  *
0x6A5C6000  0x00000800  +
0x6A5C6800  0x00000800  *
0x6A5C7000  0x00000800  +
0x6A5C7800  0x00000800  *
0x6A5C8000  0x00000800  +
0x6A5C8800  0x00000800  *
0x6A5C9000  0x00000800  +
0x6A5C9800  0x00000800  *
0x6A5CA000  0x00000800  +
0x6A5CA800  0x00000800  *
0x6A5CB000  0x00000800  +
0x6A5CB800  0x00000800  *
0x6A5CC000  0x00000800  +
0x6A5CC800  0x00000800  *
0x6A5CD000  0x00000800  +
0x6A5CD800  0x00000800  *
0x6A5CE000  0x00000800  +
0x6A5CE800  0x00000800  *
0x6A5CF000  0x00000800  +
0x6A5CF800  0x00000800  *
0x6A5D0000  0x00000800  +
0x6A5D0800  0x00000800  *
0x6A5D1000  0x00000800  +
0x6A5D1800  0x00000800  *
0x6A5D2000  0x00000800  +
0x6A5D2800  0x00000800  *
0x6A5D3000  0x00000800  +
0x6A5D3800  0x00000800  *
0x6A5D4000  0x00000800  +
0x6A5D4800  0x00000800  *
0x6A5D5000  0x00000800  +
0x6A5D5800  0x00000800  *
0x6A5D6000  0x00000800  +
0x6A5D6800  0x00000800  *
0x6A5D7000  0x00000800  +
0x6A5D7800  0x00000800  *
0x6A5D8000  0x00000800  +
0x6A5D8800  0x00000800  *
0x6A5D9000  0x00000800  +
0x6A5D9800  0x00000800  *
0x6A5DA000  0x00000800  +
0x6A5DA800  0x00000800  *
0x6A5DB000  0x00000800  +
0x6A5DB800  0x00000800  *
0x6A5DC000  0x00000800  +
0x6A5DC800  0x00000800  *
0x6A5DD000  0x00000800  +
0x6A5DD800  0x00000800  *
0x6A5DE000  0x00000800  +
0x6A5DE800  0x00000800  *
0x6A5DF000  0x00000800  +
0x6A5DF800  0x00000800  *
0x6A5E0000  0x00025800  +
0x6A605800  0x00000800  *
0x6A606000  0x00000800  +
0x6A606800  0x00000800  *
0x6A607000  0x00000800  +
0x6A607800  0x00000800  *
0x6A608000  0x00000800  +
0x6A608800  0x00000800  *
0x6A609000  0x00000800  +
0x6A609800  0x00000800  *
0x6A60A000  0x00000800  +
0x6A60A800  0x00000800  *
0x6A60B000  0x00000800  +
0x6A60B800  0x00000800  *
0x6A60C000  0x00000800  +
0x6A60C800  0x00000800  *
0x6A60D000  0x00000800  +
0x6A60D800  0x00000800  *
0x6A60E000  0x00000800  +
0x6A60E800  0x00000800  *
0x6A60F000  0x00000800  +
0x6A60F800  0x00000800  *
0x6A610000  0x00010800  +
0x6A620800  0x00000800  *
0x6A621000  0x00000800  +
0x6A621800  0x00000800  *
0x6A622000  0x00000800  +
0x6A622800  0x00000800  *
0x6A623000  0x00000800  +
0x6A623800  0x00000800  *
0x6A624000  0x00000800  +
0x6A624800  0x00000800  *
0x6A625000  0x00000800  +
0x6A625800  0x00000800  *
0x6A626000  0x00000800  +
0x6A626800  0x00000800  *
0x6A627000  0x00000800  +
0x6A627800  0x00000800  *
0x6A628000  0x00000800  +
0x6A628800  0x00000800  *
0x6A629000  0x00000800  +
0x6A629800  0x00000800  *
0x6A62A000  0x00000800  +
0x6A62A800  0x00000800  *
0x6A62B000  0x00000800  +
0x6A62B800  0x00000800  *
0x6A62C000  0x00000800  +
0x6A62C800  0x00000800  *
0x6A62D000  0x00000800  +
0x6A62D800  0x00000800  *
0x6A62E000  0x00000800  +
0x6A62E800  0x00000800  *
0x6A62F000  0x00000800  +
0x6A62F800  0x00000800  *
0x6A630000  0x00000800  +
0x6A630800  0x00000800  *
0x6A631000  0x00000800  +
0x6A631800  0x00000800  *
0x6A632000  0x00000800  +
0x6A632800  0x00000800  *
0x6A633000  0x00000800  +
0x6A633800  0x00000800  *
0x6A634000  0x00000800  +
0x6A634800  0x00000800  *
0x6A635000  0x00000800  +
0x6A635800  0x00000800  *
0x6A636000  0x00000800  +
0x6A636800  0x00000800  *
0x6A637000  0x00000800  +
0x6A637800  0x00000800  *
0x6A638000  0x00000800  +
0x6A638800  0x00000800  *
0x6A639000  0x00000800  +
0x6A639800  0x00000800  *
0x6A63A000  0x00000800  +
0x6A63A800  0x00000800  *
0x6A63B000  0x00000800  +
0x6A63B800  0x00000800  *
0x6A63C000  0x00000800  +
0x6A63C800  0x00000800  *
0x6A63D000  0x00000800  +
0x6A63D800  0x00000800  *
0x6A63E000  0x00000800  +
0x6A63E800  0x00000800  *
0x6A63F000  0x00000800  +
0x6A63F800  0x00000800  *
0x6A640000  0x00000800  +
0x6A640800  0x00000800  *
0x6A641000  0x00000800  +
0x6A641800  0x00000800  *
0x6A642000  0x00000800  +
0x6A642800  0x00000800  *
0x6A643000  0x00000800  +
0x6A643800  0x00000800  *
0x6A644000  0x00000800  +
0x6A644800  0x00000800  *
0x6A645000  0x00000800  +
0x6A645800  0x00000800  *
0x6A646000  0x00000800  +
0x6A646800  0x00000800  *
0x6A647000  0x00000800  +
0x6A647800  0x00000800  *
0x6A648000  0x00000800  +
0x6A648800  0x00000800  *
0x6A649000  0x00000800  +
0x6A649800  0x00000800  *
0x6A64A000  0x00000800  +
0x6A64A800  0x00000800  *
0x6A64B000  0x00000800  +
0x6A64B800  0x00000800  *
0x6A64C000  0x00000800  +
0x6A64C800  0x00000800  *
0x6A64D000  0x00000800  +
0x6A64D800  0x00000800  *
0x6A64E000  0x00000800  +
0x6A64E800  0x00000800  *
0x6A64F000  0x00000800  +
0x6A64F800  0x00000800  *
0x6A650000  0x00010800  +
0x6A660800  0x00000800  *
0x6A661000  0x00000800  +
0x6A661800  0x00000800  *
0x6A662000  0x00000800  +
0x6A662800  0x00000800  *
0x6A663000  0x00000800  +
0x6A663800  0x00000800  *
0x6A664000  0x00000800  +
0x6A664800  0x00000800  *
0x6A665000  0x00000800  +
0x6A665800  0x00000800  *
0x6A666000  0x00000800  +
0x6A666800  0x00000800  *
0x6A667000  0x00000800  +
0x6A667800  0x00000800  *
0x6A668000  0x00000800  +
0x6A668800  0x00000800  *
0x6A669000  0x00000800  +
0x6A669800  0x00000800  *
0x6A66A000  0x00000800  +
0x6A66A800  0x00000800  *
0x6A66B000  0x00000800  +
0x6A66B800  0x00000800  *
0x6A66C000  0x00000800  +
0x6A66C800  0x00000800  *
0x6A66D000  0x00000800  +
0x6A66D800  0x00000800  *
0x6A66E000  0x00000800  +
0x6A66E800  0x00000800  *
0x6A66F000  0x00000800  +
0x6A66F800  0x00000800  *
0x6A670000  0x00000800  +
0x6A670800  0x00000800  *
0x6A671000  0x00000800  +
0x6A671800  0x00000800  *
0x6A672000  0x00000800  +
0x6A672800  0x00000800  *
0x6A673000  0x00000800  +
0x6A673800  0x00000800  *
0x6A674000  0x00000800  +
0x6A674800  0x00000800  *
0x6A675000  0x00000800  +
0x6A675800  0x00000800  *
0x6A676000  0x00000800  +
0x6A676800  0x00000800  *
0x6A677000  0x00000800  +
0x6A677800  0x00000800  *
0x6A678000  0x00000800  +
0x6A678800  0x00000800  *
0x6A679000  0x00000800  +
0x6A679800  0x00000800  *
0x6A67A000  0x00000800  +
0x6A67A800  0x00000800  *
0x6A67B000  0x00000800  +
0x6A67B800  0x00000800  *
0x6A67C000  0x00000800  +
0x6A67C800  0x00000800  *
0x6A67D000  0x00000800  +
0x6A67D800  0x00000800  *
0x6A67E000  0x00000800  +
0x6A67E800  0x00000800  *
0x6A67F000  0x00000800  +
0x6A67F800  0x00000800  *
0x6A680000  0x00040800  +
0x6A6C0800  0x00000800  *
0x6A6C1000  0x00000800  +
0x6A6C1800  0x00000800  *
0x6A6C2000  0x00000800  +
0x6A6C2800  0x00000800  *
0x6A6C3000  0x00000800  +
0x6A6C3800  0x00000800  *
0x6A6C4000  0x00000800  +
0x6A6C4800  0x00000800  *
0x6A6C5000  0x00000800  +
0x6A6C5800  0x00000800  *
0x6A6C6000  0x00000800  +
0x6A6C6800  0x00000800  *
0x6A6C7000  0x00000800  +
0x6A6C7800  0x00000800  *
0x6A6C8000  0x00000800  +
0x6A6C8800  0x00000800  *
0x6A6C9000  0x00000800  +
0x6A6C9800  0x00000800  *
0x6A6CA000  0x00000800  +
0x6A6CA800  0x00000800  *
0x6A6CB000  0x00000800  +
0x6A6CB800  0x00000800  *
0x6A6CC000  0x00000800  +
0x6A6CC800  0x00000800  *
0x6A6CD000  0x00000800  +
0x6A6CD800  0x00000800  *
0x6A6CE000  0x00000800  +
0x6A6CE800  0x00000800  *
0x6A6CF000  0x00000800  +
0x6A6CF800  0x00000800  *
0x6A6D0000  0x00000800  +
0x6A6D0800  0x00000800  *
0x6A6D1000  0x00000800  +
0x6A6D1800  0x00000800  *
0x6A6D2000  0x00000800  +
0x6A6D2800  0x00000800  *
0x6A6D3000  0x00000800  +
0x6A6D3800  0x00000800  *
0x6A6D4000  0x00000800  +
0x6A6D4800  0x00000800  *
0x6A6D5000  0x00000800  +
0x6A6D5800  0x00000800  *
0x6A6D6000  0x00000800  +
0x6A6D6800  0x00000800  *
0x6A6D7000  0x00000800  +
0x6A6D7800  0x00000800  *
0x6A6D8000  0x00000800  +
0x6A6D8800  0x00000800  *
0x6A6D9000  0x00000800  +
0x6A6D9800  0x00000800  *
0x6A6DA000  0x00000800  +
0x6A6DA800  0x00000800  *
0x6A6DB000  0x00000800  +
0x6A6DB800  0x00000800  *
0x6A6DC000  0x00000800  +
0x6A6DC800  0x00000800  *
0x6A6DD000  0x00000800  +
0x6A6DD800  0x00000800  *
0x6A6DE000  0x00000800  +
0x6A6DE800  0x00000800  *
0x6A6DF000  0x00000800  +
0x6A6DF800  0x00000800  *
0x6A6E0000  0x00000800  +
0x6A6E0800  0x00000800  *
0x6A6E1000  0x00000800  +
0x6A6E1800  0x00000800  *
0x6A6E2000  0x00000800  +
0x6A6E2800  0x00000800  *
0x6A6E3000  0x00000800  +
0x6A6E3800  0x00000800  *
0x6A6E4000  0x00000800  +
0x6A6E4800  0x00000800  *
0x6A6E5000  0x00000800  +
0x6A6E5800  0x00000800  *
0x6A6E6000  0x00000800  +
0x6A6E6800  0x00000800  *
0x6A6E7000  0x00000800  +
0x6A6E7800  0x00000800  *
0x6A6E8000  0x00000800  +
0x6A6E8800  0x00000800  *
0x6A6E9000  0x00000800  +
0x6A6E9800  0x00000800  *
0x6A6EA000  0x00000800  +
0x6A6EA800  0x00000800  *
0x6A6EB000  0x00000800  +
0x6A6EB800  0x00000800  *
0x6A6EC000  0x00000800  +
0x6A6EC800  0x00000800  *
0x6A6ED000  0x00000800  +
0x6A6ED800  0x00000800  *
0x6A6EE000  0x00000800  +
0x6A6EE800  0x00000800  *
0x6A6EF000  0x00000800  +
0x6A6EF800  0x00000800  *
0x6A6F0000  0x00010800  +
0x6A700800  0x00000800  *
0x6A701000  0x00000800  +
0x6A701800  0x00000800  *
0x6A702000  0x00000800  +
0x6A702800  0x00000800  *
0x6A703000  0x00000800  +
0x6A703800  0x00000800  *
0x6A704000  0x00000800  +
0x6A704800  0x00000800  *
0x6A705000  0x00000800  +
0x6A705800  0x00000800  *
0x6A706000  0x00000800  +
0x6A706800  0x00000800  *
0x6A707000  0x00000800  +
0x6A707800  0x00000800  *
0x6A708000  0x00000800  +
0x6A708800  0x00000800  *
0x6A709000  0x00000800  +
0x6A709800  0x00000800  *
0x6A70A000  0x00000800  +
0x6A70A800  0x00000800  *
0x6A70B000  0x00000800  +
0x6A70B800  0x00000800  *
0x6A70C000  0x00000800  +
0x6A70C800  0x00000800  *
0x6A70D000  0x00000800  +
0x6A70D800  0x00000800  *
0x6A70E000  0x00000800  +
0x6A70E800  0x00000800  *
0x6A70F000  0x00000800  +
0x6A70F800  0x00000800  *
0x6A710000  0x00000800  +
0x6A710800  0x00000800  *
0x6A711000  0x00000800  +
0x6A711800  0x00000800  *
0x6A712000  0x00000800  +
0x6A712800  0x00000800  *
0x6A713000  0x00000800  +
0x6A713800  0x00000800  *
0x6A714000  0x00000800  +
0x6A714800  0x00000800  *
0x6A715000  0x00000800  +
0x6A715800  0x00000800  *
0x6A716000  0x0001A000  +
0x6A730000  0x00000800  *
0x6A730800  0x00000800  +
0x6A731000  0x00000800  *
0x6A731800  0x00000800  +
0x6A732000  0x00000800  *
0x6A732800  0x00000800  +
0x6A733000  0x00000800  *
0x6A733800  0x00000800  +
0x6A734000  0x00000800  *
0x6A734800  0x00000800  +
0x6A735000  0x00000800  *
0x6A735800  0x00000800  +
0x6A736000  0x00000800  *
0x6A736800  0x00000800  +
0x6A737000  0x00000800  *
0x6A737800  0x00000800  +
0x6A738000  0x00000800  *
0x6A738800  0x00000800  +
0x6A739000  0x00000800  *
0x6A739800  0x00000800  +
0x6A73A000  0x00000800  *
0x6A73A800  0x00000800  +
0x6A73B000  0x00000800  *
0x6A73B800  0x00000800  +
0x6A73C000  0x00000800  *
0x6A73C800  0x00000800  +
0x6A73D000  0x00000800  *
0x6A73D800  0x00000800  +
0x6A73E000  0x00000800  *
0x6A73E800  0x00000800  +
0x6A73F000  0x00000800  *
0x6A73F800  0x00000800  +
0x6A740000  0x00000800  *
0x6A740800  0x00000800  +
0x6A741000  0x00000800  *
0x6A741800  0x00000800  +
0x6A742000  0x00000800  *
0x6A742800  0x00000800  +
0x6A743000  0x00000800  *
0x6A743800  0x00000800  +
0x6A744000  0x00000800  *
0x6A744800  0x00000800  +
0x6A745000  0x00000800  *
0x6A745800  0x00000800  +
0x6A746000  0x00000800  *
0x6A746800  0x00000800  +
0x6A747000  0x00000800  *
0x6A747800  0x00000800  +
0x6A748000  0x00000800  *
0x6A748800  0x00000800  +
0x6A749000  0x00000800  *
0x6A749800  0x00000800  +
0x6A74A000  0x00000800  *
0x6A74A800  0x00000800  +
0x6A74B000  0x00000800  *
0x6A74B800  0x00000800  +
0x6A74C000  0x00000800  *
0x6A74C800  0x00000800  +
0x6A74D000  0x00000800  *
0x6A74D800  0x00000800  +
0x6A74E000  0x00000800  *
0x6A74E800  0x00000800  +
0x6A74F000  0x00000800  *
0x6A74F800  0x00010800  +
0x6A760000  0x00000800  *
0x6A760800  0x00000800  +
0x6A761000  0x00000800  *
0x6A761800  0x00055800  +
0x6A7B7000  0x00000800  *
0x6A7B7800  0x00000800  +
0x6A7B8000  0x00000800  *
0x6A7B8800  0x00000800  +
0x6A7B9000  0x00000800  *
0x6A7B9800  0x00000800  +
0x6A7BA000  0x00000800  *
0x6A7BA800  0x00000800  +
0x6A7BB000  0x00000800  *
0x6A7BB800  0x00000800  +
0x6A7BC000  0x00000800  *
0x6A7BC800  0x00000800  +
0x6A7BD000  0x00000800  *
0x6A7BD800  0x00000800  +
0x6A7BE000  0x00000800  *
0x6A7BE800  0x00000800  +
0x6A7BF000  0x00000800  *
0x6A7BF800  0x00010800  +
0x6A7D0000  0x00000800  *
0x6A7D0800  0x00000800  +
0x6A7D1000  0x00000800  *
0x6A7D1800  0x00000800  +
0x6A7D2000  0x00000800  *
0x6A7D2800  0x00000800  +
0x6A7D3000  0x00000800  *
0x6A7D3800  0x00000800  +
0x6A7D4000  0x00000800  *
0x6A7D4800  0x00000800  +
0x6A7D5000  0x00000800  *
0x6A7D5800  0x00000800  +
0x6A7D6000  0x00000800  *
0x6A7D6800  0x00000800  +
0x6A7D7000  0x00000800  *
0x6A7D7800  0x00000800  +
0x6A7D8000  0x00000800  *
0x6A7D8800  0x00000800  +
0x6A7D9000  0x00000800  *
0x6A7D9800  0x00000800  +
0x6A7DA000  0x00000800  *
0x6A7DA800  0x00000800  +
0x6A7DB000  0x00000800  *
0x6A7DB800  0x00000800  +
0x6A7DC000  0x00000800  *
0x6A7DC800  0x00000800  +
0x6A7DD000  0x00000800  *
0x6A7DD800  0x00000800  +
0x6A7DE000  0x00000800  *
