# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -M -d -v /dev/sr0 image.iso image.log
# Start time:   2015-10-29 09:44:54
# Current time: 2015-10-29 11:28:20
# Trimming failed blocks... (forwards)
# current_pos  current_status
0x6A311800     *
#      pos        size  status
0x6977B800  0x00000800  -
0x6977C000  0x00000800  +
0x6977C800  0x00000800  -
0x6977D000  0x00000800  +
0x6977D800  0x00000800  -
0x6977E000  0x00000800  +
0x6977E800  0x00000800  -
0x6977F000  0x00000800  +
0x6977F800  0x00000800  -
0x69780000  0x00058800  +
0x697D8800  0x00000800  -
0x697D9000  0x00000800  +
0x697D9800  0x00000800  -
0x697DA000  0x00000800  +
0x697DA800  0x00000800  -
0x697DB000  0x00000800  +
0x697DB800  0x00000800  -
0x697DC000  0x00000800  +
0x697DC800  0x00000800  -
0x697DD000  0x00000800  +
0x697DD800  0x00000800  -
0x697DE000  0x00000800  +
0x697DE800  0x00000800  -
0x697DF000  0x00000800  +
0x697DF800  0x00000800  -
0x697E0000  0x00010800  +
0x697F0800  0x00000800  -
0x697F1000  0x00000800  +
0x697F1800  0x00000800  -
0x697F2000  0x00000800  +
0x697F2800  0x00000800  -
0x697F3000  0x00000800  +
0x697F3800  0x00000800  -
0x697F4000  0x00000800  +
0x697F4800  0x00000800  -
0x697F5000  0x00000800  +
0x697F5800  0x00000800  -
0x697F6000  0x00000800  +
0x697F6800  0x00000800  -
0x697F7000  0x00000800  +
0x697F7800  0x00000800  -
0x697F8000  0x00010800  +
0x69808800  0x00000800  -
0x69809000  0x00000800  +
0x69809800  0x00000800  -
0x6980A000  0x00000800  +
0x6980A800  0x00000800  -
0x6980B000  0x00000800  +
0x6980B800  0x00000800  -
0x6980C000  0x00000800  +
0x6980C800  0x00000800  -
0x6980D000  0x00000800  +
0x6980D800  0x00000800  -
0x6980E000  0x00000800  +
0x6980E800  0x00000800  -
0x6980F000  0x00000800  +
0x6980F800  0x00000800  -
0x69810000  0x00008800  +
0x69818800  0x00000800  -
0x69819000  0x00000800  +
0x69819800  0x00000800  -
0x6981A000  0x00000800  +
0x6981A800  0x00000800  -
0x6981B000  0x00000800  +
0x6981B800  0x00000800  -
0x6981C000  0x00000800  +
0x6981C800  0x00000800  -
0x6981D000  0x00000800  +
0x6981D800  0x00000800  -
0x6981E000  0x00000800  +
0x6981E800  0x00000800  -
0x6981F000  0x00029000  +
0x69848000  0x00000800  -
0x69848800  0x00000800  +
0x69849000  0x00000800  -
0x69849800  0x00000800  +
0x6984A000  0x00000800  -
0x6984A800  0x00000800  +
0x6984B000  0x00000800  -
0x6984B800  0x00000800  +
0x6984C000  0x00000800  -
0x6984C800  0x00000800  +
0x6984D000  0x00000800  -
0x6984D800  0x00000800  +
0x6984E000  0x00000800  -
0x6984E800  0x00000800  +
0x6984F000  0x00000800  -
0x6984F800  0x00010800  +
0x69860000  0x00000800  -
0x69860800  0x00000800  +
0x69861000  0x00000800  -
0x69861800  0x00000800  +
0x69862000  0x00000800  -
0x69862800  0x00000800  +
0x69863000  0x00000800  -
0x69863800  0x00000800  +
0x69864000  0x00000800  -
0x69864800  0x00000800  +
0x69865000  0x00000800  -
0x69865800  0x00000800  +
0x69866000  0x00000800  -
0x69866800  0x00000800  +
0x69867000  0x00000800  -
0x69867800  0x00010800  +
0x69878000  0x00000800  -
0x69878800  0x00000800  +
0x69879000  0x00000800  -
0x69879800  0x00000800  +
0x6987A000  0x00000800  -
0x6987A800  0x00000800  +
0x6987B000  0x00000800  -
0x6987B800  0x00000800  +
0x6987C000  0x00000800  -
0x6987C800  0x00000800  +
0x6987D000  0x00000800  -
0x6987D800  0x00000800  +
0x6987E000  0x00000800  -
0x6987E800  0x00000800  +
0x6987F000  0x00000800  -
0x6987F800  0x0002D800  +
0x698AD000  0x00000800  -
0x698AD800  0x00000800  +
0x698AE000  0x00000800  -
0x698AE800  0x00000800  +
0x698AF000  0x00000800  -
0x698AF800  0x00010800  +
0x698C0000  0x00000800  -
0x698C0800  0x00000800  +
0x698C1000  0x00000800  -
0x698C1800  0x00000800  +
0x698C2000  0x00000800  -
0x698C2800  0x00000800  +
0x698C3000  0x00000800  -
0x698C3800  0x00000800  +
0x698C4000  0x00000800  -
0x698C4800  0x00000800  +
0x698C5000  0x00000800  -
0x698C5800  0x00000800  +
0x698C6000  0x00000800  -
0x698C6800  0x00000800  +
0x698C7000  0x00000800  -
0x698C7800  0x00056000  +
0x6991D800  0x00000800  -
0x6991E000  0x00000800  +
0x6991E800  0x00000800  -
0x6991F000  0x00000800  +
0x6991F800  0x00000800  -
0x69920000  0x00010800  +
0x69930800  0x00000800  -
0x69931000  0x00000800  +
0x69931800  0x00000800  -
0x69932000  0x00000800  +
0x69932800  0x00000800  -
0x69933000  0x00000800  +
0x69933800  0x00000800  -
0x69934000  0x00000800  +
0x69934800  0x00000800  -
0x69935000  0x00000800  +
0x69935800  0x00000800  -
0x69936000  0x00000800  +
0x69936800  0x00000800  -
0x69937000  0x00000800  +
0x69937800  0x00000800  -
0x69938000  0x00010800  +
0x69948800  0x00000800  -
0x69949000  0x00000800  +
0x69949800  0x00000800  -
0x6994A000  0x00000800  +
0x6994A800  0x00000800  -
0x6994B000  0x00000800  +
0x6994B800  0x00000800  -
0x6994C000  0x00000800  +
0x6994C800  0x00000800  -
0x6994D000  0x00000800  +
0x6994D800  0x00000800  -
0x6994E000  0x00000800  +
0x6994E800  0x00000800  -
0x6994F000  0x00000800  +
0x6994F800  0x00000800  -
0x69950000  0x00010800  +
0x69960800  0x00000800  -
0x69961000  0x00000800  +
0x69961800  0x00000800  -
0x69962000  0x00000800  +
0x69962800  0x00000800  -
0x69963000  0x00000800  +
0x69963800  0x00000800  -
0x69964000  0x00000800  +
0x69964800  0x00000800  -
0x69965000  0x00000800  +
0x69965800  0x00000800  -
0x69966000  0x00000800  +
0x69966800  0x00000800  -
0x69967000  0x00000800  +
0x69967800  0x00000800  -
0x69968000  0x00026000  +
0x6998E000  0x00000800  -
0x6998E800  0x00000800  +
0x6998F000  0x00000800  -
0x6998F800  0x00028800  +
0x699B8000  0x00000800  -
0x699B8800  0x00000800  +
0x699B9000  0x00000800  -
0x699B9800  0x00000800  +
0x699BA000  0x00000800  -
0x699BA800  0x00000800  +
0x699BB000  0x00000800  -
0x699BB800  0x00000800  +
0x699BC000  0x00000800  -
0x699BC800  0x00000800  +
0x699BD000  0x00000800  -
0x699BD800  0x00000800  +
0x699BE000  0x00000800  -
0x699BE800  0x00000800  +
0x699BF000  0x00000800  -
0x699BF800  0x00010800  +
0x699D0000  0x00000800  -
0x699D0800  0x00000800  +
0x699D1000  0x00000800  -
0x699D1800  0x00000800  +
0x699D2000  0x00000800  -
0x699D2800  0x00000800  +
0x699D3000  0x00000800  -
0x699D3800  0x00000800  +
0x699D4000  0x00000800  -
0x699D4800  0x00000800  +
0x699D5000  0x00000800  -
0x699D5800  0x00000800  +
0x699D6000  0x00000800  -
0x699D6800  0x00000800  +
0x699D7000  0x00000800  -
0x699D7800  0x00010800  +
0x699E8000  0x00000800  -
0x699E8800  0x00000800  +
0x699E9000  0x00000800  -
0x699E9800  0x0003F000  +
0x69A28800  0x00000800  -
0x69A29000  0x00000800  +
0x69A29800  0x00000800  -
0x69A2A000  0x00000800  +
0x69A2A800  0x00000800  -
0x69A2B000  0x00000800  +
0x69A2B800  0x00000800  -
0x69A2C000  0x00000800  +
0x69A2C800  0x00000800  -
0x69A2D000  0x00000800  +
0x69A2D800  0x00000800  -
0x69A2E000  0x00000800  +
0x69A2E800  0x00000800  -
0x69A2F000  0x00000800  +
0x69A2F800  0x00000800  -
0x69A30000  0x00000800  +
0x69A30800  0x00000800  -
0x69A31000  0x00000800  +
0x69A31800  0x00000800  -
0x69A32000  0x00000800  +
0x69A32800  0x00000800  -
0x69A33000  0x00000800  +
0x69A33800  0x00000800  -
0x69A34000  0x00000800  +
0x69A34800  0x00000800  -
0x69A35000  0x00000800  +
0x69A35800  0x00000800  -
0x69A36000  0x00000800  +
0x69A36800  0x00000800  -
0x69A37000  0x00000800  +
0x69A37800  0x00000800  -
0x69A38000  0x00008800  +
0x69A40800  0x00000800  -
0x69A41000  0x00000800  +
0x69A41800  0x00000800  -
0x69A42000  0x00000800  +
0x69A42800  0x00000800  -
0x69A43000  0x00000800  +
0x69A43800  0x00000800  -
0x69A44000  0x00000800  +
0x69A44800  0x00000800  -
0x69A45000  0x00000800  +
0x69A45800  0x00000800  -
0x69A46000  0x00000800  +
0x69A46800  0x00000800  -
0x69A47000  0x00000800  +
0x69A47800  0x00000800  -
0x69A48000  0x00010800  +
0x69A58800  0x00000800  -
0x69A59000  0x00000800  +
0x69A59800  0x00000800  -
0x69A5A000  0x00000800  +
0x69A5A800  0x00000800  -
0x69A5B000  0x00000800  +
0x69A5B800  0x00000800  -
0x69A5C000  0x00000800  +
0x69A5C800  0x00000800  -
0x69A5D000  0x00000800  +
0x69A5D800  0x00000800  -
0x69A5E000  0x00000800  +
0x69A5E800  0x00000800  -
0x69A5F000  0x00000800  +
0x69A5F800  0x00000800  -
0x69A60000  0x00040000  +
0x69AA0000  0x00000800  -
0x69AA0800  0x00000800  +
0x69AA1000  0x00000800  -
0x69AA1800  0x00000800  +
0x69AA2000  0x00000800  -
0x69AA2800  0x00000800  +
0x69AA3000  0x00000800  -
0x69AA3800  0x00000800  +
0x69AA4000  0x00000800  -
0x69AA4800  0x00000800  +
0x69AA5000  0x00000800  -
0x69AA5800  0x00000800  +
0x69AA6000  0x00000800  -
0x69AA6800  0x00000800  +
0x69AA7000  0x00000800  -
0x69AA7800  0x00010800  +
0x69AB8000  0x00000800  -
0x69AB8800  0x00000800  +
0x69AB9000  0x00000800  -
0x69AB9800  0x00000800  +
0x69ABA000  0x00000800  -
0x69ABA800  0x00000800  +
0x69ABB000  0x00000800  -
0x69ABB800  0x00000800  +
0x69ABC000  0x00000800  -
0x69ABC800  0x00000800  +
0x69ABD000  0x00000800  -
0x69ABD800  0x00000800  +
0x69ABE000  0x00000800  -
0x69ABE800  0x00000800  +
0x69ABF000  0x00000800  -
0x69ABF800  0x00010800  +
0x69AD0000  0x00000800  -
0x69AD0800  0x00000800  +
0x69AD1000  0x00000800  -
0x69AD1800  0x00000800  +
0x69AD2000  0x00000800  -
0x69AD2800  0x00000800  +
0x69AD3000  0x00000800  -
0x69AD3800  0x00000800  +
0x69AD4000  0x00000800  -
0x69AD4800  0x00000800  +
0x69AD5000  0x00000800  -
0x69AD5800  0x00000800  +
0x69AD6000  0x00000800  -
0x69AD6800  0x00000800  +
0x69AD7000  0x00000800  -
0x69AD7800  0x00038800  +
0x69B10000  0x00000800  -
0x69B10800  0x00000800  +
0x69B11000  0x00000800  -
0x69B11800  0x00000800  +
0x69B12000  0x00000800  -
0x69B12800  0x00000800  +
0x69B13000  0x00000800  -
0x69B13800  0x00000800  +
0x69B14000  0x00000800  -
0x69B14800  0x00000800  +
0x69B15000  0x00000800  -
0x69B15800  0x00000800  +
0x69B16000  0x00000800  -
0x69B16800  0x00000800  +
0x69B17000  0x00000800  -
0x69B17800  0x00000800  +
0x69B18000  0x00000800  -
0x69B18800  0x0000F800  +
0x69B28000  0x00000800  -
0x69B28800  0x00000800  +
0x69B29000  0x00000800  -
0x69B29800  0x00000800  +
0x69B2A000  0x00000800  -
0x69B2A800  0x00000800  +
0x69B2B000  0x00000800  -
0x69B2B800  0x00000800  +
0x69B2C000  0x00000800  -
0x69B2C800  0x00000800  +
0x69B2D000  0x00000800  -
0x69B2D800  0x00000800  +
0x69B2E000  0x00000800  -
0x69B2E800  0x00000800  +
0x69B2F000  0x00000800  -
0x69B2F800  0x00010800  +
0x69B40000  0x00000800  -
0x69B40800  0x00000800  +
0x69B41000  0x00000800  -
0x69B41800  0x00000800  +
0x69B42000  0x00000800  -
0x69B42800  0x00000800  +
0x69B43000  0x00000800  -
0x69B43800  0x00000800  +
0x69B44000  0x00000800  -
0x69B44800  0x00000800  +
0x69B45000  0x00000800  -
0x69B45800  0x00000800  +
0x69B46000  0x00000800  -
0x69B46800  0x00000800  +
0x69B47000  0x00000800  -
0x69B47800  0x0002E800  +
0x69B76000  0x00000800  -
0x69B76800  0x00000800  +
0x69B77000  0x00000800  -
0x69B77800  0x00008800  +
0x69B80000  0x00000800  -
0x69B80800  0x00000800  +
0x69B81000  0x00000800  -
0x69B81800  0x00000800  +
0x69B82000  0x00000800  -
0x69B82800  0x00000800  +
0x69B83000  0x00000800  -
0x69B83800  0x00000800  +
0x69B84000  0x00000800  -
0x69B84800  0x00000800  +
0x69B85000  0x00000800  -
0x69B85800  0x00000800  +
0x69B86000  0x00000800  -
0x69B86800  0x00001800  +
0x69B88000  0x00000800  -
0x69B88800  0x00000800  +
0x69B89000  0x00000800  -
0x69B89800  0x00000800  +
0x69B8A000  0x00000800  -
0x69B8A800  0x00000800  +
0x69B8B000  0x00000800  -
0x69B8B800  0x00000800  +
0x69B8C000  0x00000800  -
0x69B8C800  0x00000800  +
0x69B8D000  0x00000800  -
0x69B8D800  0x00000800  +
0x69B8E000  0x00000800  -
0x69B8E800  0x00000800  +
0x69B8F000  0x00000800  -
0x69B8F800  0x00008800  +
0x69B98000  0x00000800  -
0x69B98800  0x00000800  +
0x69B99000  0x00000800  -
0x69B99800  0x00000800  +
0x69B9A000  0x00000800  -
0x69B9A800  0x00000800  +
0x69B9B000  0x00000800  -
0x69B9B800  0x00000800  +
0x69B9C000  0x00000800  -
0x69B9C800  0x00000800  +
0x69B9D000  0x00000800  -
0x69B9D800  0x00000800  +
0x69B9E000  0x00000800  -
0x69B9E800  0x00000800  +
0x69B9F000  0x00000800  -
0x69B9F800  0x00010800  +
0x69BB0000  0x00000800  -
0x69BB0800  0x00000800  +
0x69BB1000  0x00000800  -
0x69BB1800  0x00000800  +
0x69BB2000  0x00000800  -
0x69BB2800  0x00000800  +
0x69BB3000  0x00000800  -
0x69BB3800  0x00000800  +
0x69BB4000  0x00000800  -
0x69BB4800  0x00000800  +
0x69BB5000  0x00000800  -
0x69BB5800  0x00000800  +
0x69BB6000  0x00000800  -
0x69BB6800  0x00000800  +
0x69BB7000  0x00000800  -
0x69BB7800  0x00000800  +
0x69BB8000  0x00000800  -
0x69BB8800  0x00000800  +
0x69BB9000  0x00000800  -
0x69BB9800  0x00000800  +
0x69BBA000  0x00000800  -
0x69BBA800  0x00000800  +
0x69BBB000  0x00000800  -
0x69BBB800  0x00000800  +
0x69BBC000  0x00000800  -
0x69BBC800  0x00000800  +
0x69BBD000  0x00000800  -
0x69BBD800  0x00000800  +
0x69BBE000  0x00000800  -
0x69BBE800  0x00000800  +
0x69BBF000  0x00000800  -
0x69BBF800  0x00026000  +
0x69BE5800  0x00000800  -
0x69BE6000  0x00000800  +
0x69BE6800  0x00000800  -
0x69BE7000  0x00000800  +
0x69BE7800  0x00000800  -
0x69BE8000  0x00010800  +
0x69BF8800  0x00000800  -
0x69BF9000  0x00000800  +
0x69BF9800  0x00000800  -
0x69BFA000  0x00000800  +
0x69BFA800  0x00000800  -
0x69BFB000  0x00000800  +
0x69BFB800  0x00000800  -
0x69BFC000  0x00000800  +
0x69BFC800  0x00000800  -
0x69BFD000  0x00000800  +
0x69BFD800  0x00000800  -
0x69BFE000  0x00000800  +
0x69BFE800  0x00000800  -
0x69BFF000  0x00000800  +
0x69BFF800  0x00000800  -
0x69C00000  0x00010800  +
0x69C10800  0x00000800  -
0x69C11000  0x00000800  +
0x69C11800  0x00000800  -
0x69C12000  0x00000800  +
0x69C12800  0x00000800  -
0x69C13000  0x00000800  +
0x69C13800  0x00000800  -
0x69C14000  0x00000800  +
0x69C14800  0x00000800  -
0x69C15000  0x00000800  +
0x69C15800  0x00000800  -
0x69C16000  0x00000800  +
0x69C16800  0x00000800  -
0x69C17000  0x00000800  +
0x69C17800  0x00000800  -
0x69C18000  0x00010800  +
0x69C28800  0x00000800  -
0x69C29000  0x00000800  +
0x69C29800  0x00000800  -
0x69C2A000  0x00000800  +
0x69C2A800  0x00000800  -
0x69C2B000  0x00000800  +
0x69C2B800  0x00000800  -
0x69C2C000  0x00000800  +
0x69C2C800  0x00000800  -
0x69C2D000  0x00000800  +
0x69C2D800  0x00000800  -
0x69C2E000  0x00000800  +
0x69C2E800  0x00000800  -
0x69C2F000  0x00000800  +
0x69C2F800  0x00000800  -
0x69C30000  0x00022000  +
0x69C52000  0x00000800  -
0x69C52800  0x00000800  +
0x69C53000  0x00000800  -
0x69C53800  0x00000800  +
0x69C54000  0x00000800  -
0x69C54800  0x00000800  +
0x69C55000  0x00000800  -
0x69C55800  0x00000800  +
0x69C56000  0x00000800  -
0x69C56800  0x00000800  +
0x69C57000  0x00000800  -
0x69C57800  0x00000800  +
0x69C58000  0x00000800  -
0x69C58800  0x00000800  +
0x69C59000  0x00000800  -
0x69C59800  0x00000800  +
0x69C5A000  0x00000800  -
0x69C5A800  0x0000D800  +
0x69C68000  0x00000800  -
0x69C68800  0x00000800  +
0x69C69000  0x00000800  -
0x69C69800  0x00000800  +
0x69C6A000  0x00000800  -
0x69C6A800  0x00000800  +
0x69C6B000  0x00000800  -
0x69C6B800  0x00000800  +
0x69C6C000  0x00000800  -
0x69C6C800  0x00000800  +
0x69C6D000  0x00000800  -
0x69C6D800  0x00000800  +
0x69C6E000  0x00000800  -
0x69C6E800  0x00000800  +
0x69C6F000  0x00000800  -
0x69C6F800  0x00010800  +
0x69C80000  0x00000800  -
0x69C80800  0x00000800  +
0x69C81000  0x00000800  -
0x69C81800  0x00000800  +
0x69C82000  0x00000800  -
0x69C82800  0x00000800  +
0x69C83000  0x00000800  -
0x69C83800  0x00000800  +
0x69C84000  0x00000800  -
0x69C84800  0x00000800  +
0x69C85000  0x00000800  -
0x69C85800  0x00000800  +
0x69C86000  0x00000800  -
0x69C86800  0x00000800  +
0x69C87000  0x00000800  -
0x69C87800  0x00010800  +
0x69C98000  0x00000800  -
0x69C98800  0x00000800  +
0x69C99000  0x00000800  -
0x69C99800  0x00000800  +
0x69C9A000  0x00000800  -
0x69C9A800  0x00000800  +
0x69C9B000  0x00000800  -
0x69C9B800  0x00000800  +
0x69C9C000  0x00000800  -
0x69C9C800  0x00000800  +
0x69C9D000  0x00000800  -
0x69C9D800  0x00000800  +
0x69C9E000  0x00000800  -
0x69C9E800  0x00000800  +
0x69C9F000  0x00000800  -
0x69C9F800  0x00010800  +
0x69CB0000  0x00000800  -
0x69CB0800  0x00000800  +
0x69CB1000  0x00000800  -
0x69CB1800  0x00000800  +
0x69CB2000  0x00000800  -
0x69CB2800  0x00000800  +
0x69CB3000  0x00000800  -
0x69CB3800  0x00000800  +
0x69CB4000  0x00000800  -
0x69CB4800  0x00000800  +
0x69CB5000  0x00000800  -
0x69CB5800  0x00000800  +
0x69CB6000  0x00000800  -
0x69CB6800  0x00000800  +
0x69CB7000  0x00000800  -
0x69CB7800  0x00010800  +
0x69CC8000  0x00000800  -
0x69CC8800  0x00000800  +
0x69CC9000  0x00000800  -
0x69CC9800  0x00056800  +
0x69D20000  0x00000800  -
0x69D20800  0x00000800  +
0x69D21000  0x00000800  -
0x69D21800  0x00000800  +
0x69D22000  0x00000800  -
0x69D22800  0x00000800  +
0x69D23000  0x00000800  -
0x69D23800  0x00000800  +
0x69D24000  0x00000800  -
0x69D24800  0x00000800  +
0x69D25000  0x00000800  -
0x69D25800  0x00000800  +
0x69D26000  0x00000800  -
0x69D26800  0x00000800  +
0x69D27000  0x00000800  -
0x69D27800  0x00010800  +
0x69D38000  0x00000800  -
0x69D38800  0x00000800  +
0x69D39000  0x00000800  -
0x69D39800  0x00000800  +
0x69D3A000  0x00000800  -
0x69D3A800  0x00000800  +
0x69D3B000  0x00000800  -
0x69D3B800  0x00000800  +
0x69D3C000  0x00000800  -
0x69D3C800  0x00000800  +
0x69D3D000  0x00000800  -
0x69D3D800  0x00000800  +
0x69D3E000  0x00000800  -
0x69D3E800  0x00000800  +
0x69D3F000  0x00000800  -
0x69D3F800  0x00010800  +
0x69D50000  0x00000800  -
0x69D50800  0x00000800  +
0x69D51000  0x00000800  -
0x69D51800  0x00000800  +
0x69D52000  0x00000800  -
0x69D52800  0x00000800  +
0x69D53000  0x00000800  -
0x69D53800  0x00000800  +
0x69D54000  0x00000800  -
0x69D54800  0x00000800  +
0x69D55000  0x00000800  -
0x69D55800  0x00000800  +
0x69D56000  0x00000800  -
0x69D56800  0x00000800  +
0x69D57000  0x00000800  -
0x69D57800  0x00010800  +
0x69D68000  0x00000800  -
0x69D68800  0x00000800  +
0x69D69000  0x00000800  -
0x69D69800  0x00000800  +
0x69D6A000  0x00000800  -
0x69D6A800  0x00000800  +
0x69D6B000  0x00000800  -
0x69D6B800  0x00000800  +
0x69D6C000  0x00000800  -
0x69D6C800  0x00000800  +
0x69D6D000  0x00000800  -
0x69D6D800  0x00000800  +
0x69D6E000  0x00000800  -
0x69D6E800  0x00000800  +
0x69D6F000  0x00000800  -
0x69D6F800  0x00010800  +
0x69D80000  0x00000800  -
0x69D80800  0x00000800  +
0x69D81000  0x00000800  -
0x69D81800  0x00000800  +
0x69D82000  0x00000800  -
0x69D82800  0x00000800  +
0x69D83000  0x00000800  -
0x69D83800  0x00000800  +
0x69D84000  0x00000800  -
0x69D84800  0x00000800  +
0x69D85000  0x00000800  -
0x69D85800  0x00000800  +
0x69D86000  0x00000800  -
0x69D86800  0x00000800  +
0x69D87000  0x00000800  -
0x69D87800  0x00069000  +
0x69DF0800  0x00000800  -
0x69DF1000  0x00000800  +
0x69DF1800  0x00000800  -
0x69DF2000  0x00000800  +
0x69DF2800  0x00000800  -
0x69DF3000  0x00000800  +
0x69DF3800  0x00000800  -
0x69DF4000  0x00000800  +
0x69DF4800  0x00000800  -
0x69DF5000  0x00000800  +
0x69DF5800  0x00000800  -
0x69DF6000  0x00000800  +
0x69DF6800  0x00000800  -
0x69DF7000  0x00000800  +
0x69DF7800  0x00000800  -
0x69DF8000  0x00010800  +
0x69E08800  0x00000800  -
0x69E09000  0x00000800  +
0x69E09800  0x00000800  -
0x69E0A000  0x00000800  +
0x69E0A800  0x00000800  -
0x69E0B000  0x00000800  +
0x69E0B800  0x00000800  -
0x69E0C000  0x00000800  +
0x69E0C800  0x00000800  -
0x69E0D000  0x00000800  +
0x69E0D800  0x00000800  -
0x69E0E000  0x00000800  +
0x69E0E800  0x00000800  -
0x69E0F000  0x00000800  +
0x69E0F800  0x00000800  -
0x69E10000  0x00010800  +
0x69E20800  0x00000800  -
0x69E21000  0x00000800  +
0x69E21800  0x00000800  -
0x69E22000  0x00000800  +
0x69E22800  0x00000800  -
0x69E23000  0x00000800  +
0x69E23800  0x00000800  -
0x69E24000  0x00000800  +
0x69E24800  0x00000800  -
0x69E25000  0x00000800  +
0x69E25800  0x00000800  -
0x69E26000  0x00000800  +
0x69E26800  0x00000800  -
0x69E27000  0x00000800  +
0x69E27800  0x00000800  -
0x69E28000  0x00050800  +
0x69E78800  0x00000800  -
0x69E79000  0x00000800  +
0x69E79800  0x00000800  -
0x69E7A000  0x00000800  +
0x69E7A800  0x00000800  -
0x69E7B000  0x00000800  +
0x69E7B800  0x00000800  -
0x69E7C000  0x00000800  +
0x69E7C800  0x00000800  -
0x69E7D000  0x00000800  +
0x69E7D800  0x00000800  -
0x69E7E000  0x00000800  +
0x69E7E800  0x00000800  -
0x69E7F000  0x00000800  +
0x69E7F800  0x00000800  -
0x69E80000  0x00010800  +
0x69E90800  0x00000800  -
0x69E91000  0x00000800  +
0x69E91800  0x00000800  -
0x69E92000  0x00000800  +
0x69E92800  0x00000800  -
0x69E93000  0x00000800  +
0x69E93800  0x00000800  -
0x69E94000  0x00000800  +
0x69E94800  0x00000800  -
0x69E95000  0x00000800  +
0x69E95800  0x00000800  -
0x69E96000  0x00000800  +
0x69E96800  0x00000800  -
0x69E97000  0x00000800  +
0x69E97800  0x00000800  -
0x69E98000  0x00010800  +
0x69EA8800  0x00000800  -
0x69EA9000  0x00000800  +
0x69EA9800  0x00000800  -
0x69EAA000  0x00000800  +
0x69EAA800  0x00000800  -
0x69EAB000  0x00000800  +
0x69EAB800  0x00000800  -
0x69EAC000  0x00000800  +
0x69EAC800  0x00000800  -
0x69EAD000  0x00000800  +
0x69EAD800  0x00000800  -
0x69EAE000  0x00000800  +
0x69EAE800  0x00000800  -
0x69EAF000  0x00000800  +
0x69EAF800  0x00000800  -
0x69EB0000  0x00028800  +
0x69ED8800  0x00000800  -
0x69ED9000  0x00000800  +
0x69ED9800  0x00000800  -
0x69EDA000  0x00000800  +
0x69EDA800  0x00000800  -
0x69EDB000  0x00000800  +
0x69EDB800  0x00000800  -
0x69EDC000  0x00000800  +
0x69EDC800  0x00000800  -
0x69EDD000  0x00000800  +
0x69EDD800  0x00000800  -
0x69EDE000  0x00000800  +
0x69EDE800  0x00000800  -
0x69EDF000  0x00000800  +
0x69EDF800  0x00000800  -
0x69EE0000  0x00010800  +
0x69EF0800  0x00000800  -
0x69EF1000  0x00000800  +
0x69EF1800  0x00000800  -
0x69EF2000  0x00000800  +
0x69EF2800  0x00000800  -
0x69EF3000  0x00000800  +
0x69EF3800  0x00000800  -
0x69EF4000  0x00000800  +
0x69EF4800  0x00000800  -
0x69EF5000  0x00000800  +
0x69EF5800  0x00000800  -
0x69EF6000  0x00000800  +
0x69EF6800  0x00000800  -
0x69EF7000  0x00000800  +
0x69EF7800  0x00000800  -
0x69EF8000  0x00008800  +
0x69F00800  0x00000800  -
0x69F01000  0x00000800  +
0x69F01800  0x00000800  -
0x69F02000  0x00000800  +
0x69F02800  0x00000800  -
0x69F03000  0x00000800  +
0x69F03800  0x00000800  -
0x69F04000  0x00000800  +
0x69F04800  0x00000800  -
0x69F05000  0x00000800  +
0x69F05800  0x00000800  -
0x69F06000  0x00000800  +
0x69F06800  0x00000800  -
0x69F07000  0x00000800  +
0x69F07800  0x00000800  -
0x69F08000  0x00010800  +
0x69F18800  0x00000800  -
0x69F19000  0x00000800  +
0x69F19800  0x00000800  -
0x69F1A000  0x00000800  +
0x69F1A800  0x00000800  -
0x69F1B000  0x00000800  +
0x69F1B800  0x00000800  -
0x69F1C000  0x00000800  +
0x69F1C800  0x00000800  -
0x69F1D000  0x00000800  +
0x69F1D800  0x00000800  -
0x69F1E000  0x00000800  +
0x69F1E800  0x00000800  -
0x69F1F000  0x00011000  +
0x69F30000  0x00000800  -
0x69F30800  0x00000800  +
0x69F31000  0x00000800  -
0x69F31800  0x00000800  +
0x69F32000  0x00000800  -
0x69F32800  0x00000800  +
0x69F33000  0x00000800  -
0x69F33800  0x00000800  +
0x69F34000  0x00000800  -
0x69F34800  0x00000800  +
0x69F35000  0x00000800  -
0x69F35800  0x00000800  +
0x69F36000  0x00000800  -
0x69F36800  0x00000800  +
0x69F37000  0x00000800  -
0x69F37800  0x00010800  +
0x69F48000  0x00000800  -
0x69F48800  0x00000800  +
0x69F49000  0x00000800  -
0x69F49800  0x00000800  +
0x69F4A000  0x00000800  -
0x69F4A800  0x00000800  +
0x69F4B000  0x00000800  -
0x69F4B800  0x00000800  +
0x69F4C000  0x00000800  -
0x69F4C800  0x00000800  +
0x69F4D000  0x00000800  -
0x69F4D800  0x00000800  +
0x69F4E000  0x00000800  -
0x69F4E800  0x00000800  +
0x69F4F000  0x00000800  -
0x69F4F800  0x00010800  +
0x69F60000  0x00000800  -
0x69F60800  0x00000800  +
0x69F61000  0x00000800  -
0x69F61800  0x00000800  +
0x69F62000  0x00000800  -
0x69F62800  0x00000800  +
0x69F63000  0x00000800  -
0x69F63800  0x00000800  +
0x69F64000  0x00000800  -
0x69F64800  0x00000800  +
0x69F65000  0x00000800  -
0x69F65800  0x00000800  +
0x69F66000  0x00000800  -
0x69F66800  0x00000800  +
