# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -d -v /dev/sr0 image.iso image.log
# Start time:   2015-10-15 10:34:38
# Current time: 2015-10-15 11:43:51
# Scraping failed blocks... (forwards)
# current_pos  current_status
0xEAFDD000     /
#      pos        size  status
0xD89AD800  0x00000800  -
0xD89AE000  0x00000800  +
0xD89AE800  0x00000800  -
0xD89AF000  0x00000800  +
0xD89AF800  0x00000800  -
0xD89B0000  0x00000800  +
0xD89B0800  0x00000800  -
0xD89B1000  0x00000800  +
0xD89B1800  0x00000800  -
0xD89B2000  0x00000800  +
0xD89B2800  0x00000800  -
0xD89B3000  0x00000800  +
0xD89B3800  0x00000800  -
0xD89B4000  0x00000800  +
0xD89B4800  0x00000800  -
0xD89B5000  0x00000800  +
0xD89B5800  0x00000800  -
0xD89B6000  0x00000800  +
0xD89B6800  0x00000800  -
0xD89B7000  0x00000800  +
0xD89B7800  0x00000800  -
0xD89B8000  0x00000800  +
0xD89B8800  0x00000800  -
0xD89B9000  0x00000800  +
0xD89B9800  0x00000800  -
0xD89BA000  0x00000800  +
0xD89BA800  0x00000800  -
0xD89BB000  0x00000800  +
0xD89BB800  0x00000800  -
0xD89BC000  0x00000800  +
0xD89BC800  0x00000800  -
0xD89BD000  0x00000800  +
0xD89BD800  0x00000800  -
0xD89BE000  0x00000800  +
0xD89BE800  0x00000800  -
0xD89BF000  0x00000800  +
0xD89BF800  0x00000800  -
0xD89C0000  0x00000800  +
0xD89C0800  0x00000800  -
0xD89C1000  0x00000800  +
0xD89C1800  0x00000800  -
0xD89C2000  0x00000800  +
0xD89C2800  0x00000800  -
0xD89C3000  0x00000800  +
0xD89C3800  0x00000800  -
0xD89C4000  0x00000800  +
0xD89C4800  0x00000800  -
0xD89C5000  0x00000800  +
0xD89C5800  0x00000800  -
0xD89C6000  0x00000800  +
0xD89C6800  0x00000800  -
0xD89C7000  0x00000800  +
0xD89C7800  0x00000800  -
0xD89C8000  0x00000800  +
0xD89C8800  0x00000800  -
0xD89C9000  0x00000800  +
0xD89C9800  0x00000800  -
0xD89CA000  0x00000800  +
0xD89CA800  0x00000800  -
0xD89CB000  0x00000800  +
0xD89CB800  0x00000800  -
0xD89CC000  0x00000800  +
0xD89CC800  0x00000800  -
0xD89CD000  0x00000800  +
0xD89CD800  0x00000800  -
0xD89CE000  0x00000800  +
0xD89CE800  0x00000800  -
0xD89CF000  0x00000800  +
0xD89CF800  0x00000800  -
0xD89D0000  0x00000800  +
0xD89D0800  0x00000800  -
0xD89D1000  0x00000800  +
0xD89D1800  0x00000800  -
0xD89D2000  0x00000800  +
0xD89D2800  0x00000800  -
0xD89D3000  0x00000800  +
0xD89D3800  0x00000800  -
0xD89D4000  0x00000800  +
0xD89D4800  0x00000800  -
0xD89D5000  0x00000800  +
0xD89D5800  0x00000800  -
0xD89D6000  0x00000800  +
0xD89D6800  0x00000800  -
0xD89D7000  0x00000800  +
0xD89D7800  0x00000800  -
0xD89D8000  0x00000800  +
0xD89D8800  0x00000800  -
0xD89D9000  0x00000800  +
0xD89D9800  0x00000800  -
0xD89DA000  0x00000800  +
0xD89DA800  0x00000800  -
0xD89DB000  0x00000800  +
0xD89DB800  0x00000800  -
0xD89DC000  0x00000800  +
0xD89DC800  0x00000800  -
0xD89DD000  0x00000800  +
0xD89DD800  0x00000800  -
0xD89DE000  0x00000800  +
0xD89DE800  0x00000800  -
0xD89DF000  0x00000800  +
0xD89DF800  0x00000800  -
0xD89E0000  0x00000800  +
0xD89E0800  0x00000800  -
0xD89E1000  0x00000800  +
0xD89E1800  0x00000800  -
0xD89E2000  0x00000800  +
0xD89E2800  0x00000800  -
0xD89E3000  0x00000800  +
0xD89E3800  0x00000800  -
0xD89E4000  0x00000800  +
0xD89E4800  0x00000800  -
0xD89E5000  0x0000A000  +
0xD89EF000  0x00000800  -
0xD89EF800  0x00000800  +
0xD89F0000  0x00000800  -
0xD89F0800  0x00000800  +
0xD89F1000  0x00000800  -
0xD89F1800  0x00000800  +
0xD89F2000  0x00000800  -
0xD89F2800  0x00000800  +
0xD89F3000  0x00000800  -
0xD89F3800  0x00000800  +
0xD89F4000  0x00000800  -
0xD89F4800  0x00000800  +
0xD89F5000  0x00000800  -
0xD89F5800  0x00000800  +
0xD89F6000  0x00000800  -
0xD89F6800  0x00000800  +
0xD89F7000  0x00000800  -
0xD89F7800  0x00000800  +
0xD89F8000  0x00000800  -
0xD89F8800  0x00000800  +
0xD89F9000  0x00000800  -
0xD89F9800  0x00000800  +
0xD89FA000  0x00000800  -
0xD89FA800  0x00000800  +
0xD89FB000  0x00000800  -
0xD89FB800  0x00000800  +
0xD89FC000  0x00000800  -
0xD89FC800  0x00000800  +
0xD89FD000  0x00000800  -
0xD89FD800  0x00000800  +
0xD89FE000  0x00000800  -
0xD89FE800  0x00000800  +
0xD89FF000  0x00000800  -
0xD89FF800  0x00000800  +
0xD8A00000  0x00000800  -
0xD8A00800  0x00000800  +
0xD8A01000  0x00000800  -
0xD8A01800  0x00000800  +
0xD8A02000  0x00000800  -
0xD8A02800  0x00000800  +
0xD8A03000  0x00000800  -
0xD8A03800  0x00000800  +
0xD8A04000  0x00000800  -
0xD8A04800  0x00000800  +
0xD8A05000  0x00000800  -
0xD8A05800  0x00000800  +
0xD8A06000  0x00000800  -
0xD8A06800  0x00000800  +
0xD8A07000  0x00000800  -
0xD8A07800  0x00000800  +
0xD8A08000  0x00000800  -
0xD8A08800  0x00000800  +
0xD8A09000  0x00000800  -
0xD8A09800  0x00000800  +
0xD8A0A000  0x00000800  -
0xD8A0A800  0x00000800  +
0xD8A0B000  0x00000800  -
0xD8A0B800  0x00000800  +
0xD8A0C000  0x00000800  -
0xD8A0C800  0x00000800  +
0xD8A0D000  0x00000800  -
0xD8A0D800  0x00000800  +
0xD8A0E000  0x00000800  -
0xD8A0E800  0x00000800  +
0xD8A0F000  0x00000800  -
0xD8A0F800  0x00000800  +
0xD8A10000  0x00000800  -
0xD8A10800  0x00000800  +
0xD8A11000  0x00000800  -
0xD8A11800  0x00000800  +
0xD8A12000  0x00000800  -
0xD8A12800  0x00000800  +
0xD8A13000  0x00000800  -
0xD8A13800  0x00000800  +
0xD8A14000  0x00000800  -
0xD8A14800  0x00000800  +
0xD8A15000  0x00000800  -
0xD8A15800  0x00000800  +
0xD8A16000  0x00000800  -
0xD8A16800  0x00000800  +
0xD8A17000  0x00000800  -
0xD8A17800  0x00000800  +
0xD8A18000  0x00000800  -
0xD8A18800  0x00000800  +
0xD8A19000  0x00000800  -
0xD8A19800  0x00000800  +
0xD8A1A000  0x00000800  -
0xD8A1A800  0x00000800  +
0xD8A1B000  0x00000800  -
0xD8A1B800  0x00000800  +
0xD8A1C000  0x00000800  -
0xD8A1C800  0x00000800  +
0xD8A1D000  0x00000800  -
0xD8A1D800  0x00000800  +
0xD8A1E000  0x00000800  -
0xD8A1E800  0x00000800  +
0xD8A1F000  0x00000800  -
0xD8A1F800  0x00000800  +
0xD8A20000  0x00000800  -
0xD8A20800  0x00000800  +
0xD8A21000  0x00000800  -
0xD8A21800  0x00000800  +
0xD8A22000  0x00000800  -
0xD8A22800  0x00000800  +
0xD8A23000  0x00000800  -
0xD8A23800  0x00000800  +
0xD8A24000  0x00000800  -
0xD8A24800  0x00000800  +
0xD8A25000  0x00000800  -
0xD8A25800  0x00000800  +
0xD8A26000  0x00000800  -
0xD8A26800  0x00000800  +
0xD8A27000  0x00000800  -
0xD8A27800  0x00000800  +
0xD8A28000  0x00000800  -
0xD8A28800  0x00000800  +
0xD8A29000  0x00000800  -
0xD8A29800  0x00000800  +
0xD8A2A000  0x00000800  -
0xD8A2A800  0x00000800  +
0xD8A2B000  0x00000800  -
0xD8A2B800  0x00000800  +
0xD8A2C000  0x00000800  -
0xD8A2C800  0x00000800  +
0xD8A2D000  0x00000800  -
0xD8A2D800  0x00000800  +
0xD8A2E000  0x00000800  -
0xD8A2E800  0x00000800  +
0xD8A2F000  0x00000800  -
0xD8A2F800  0x00000800  +
0xD8A30000  0x00000800  -
0xD8A30800  0x00000800  +
0xD8A31000  0x00000800  -
0xD8A31800  0x00000800  +
0xD8A32000  0x00000800  -
0xD8A32800  0x00000800  +
0xD8A33000  0x00000800  -
0xD8A33800  0x00000800  +
0xD8A34000  0x00000800  -
0xD8A34800  0x00000800  +
0xD8A35000  0x00000800  -
0xD8A35800  0x00000800  +
0xD8A36000  0x00000800  -
0xD8A36800  0x00000800  +
0xD8A37000  0x00000800  -
0xD8A37800  0x00000800  +
0xD8A38000  0x00000800  -
0xD8A38800  0x00000800  +
0xD8A39000  0x00000800  -
0xD8A39800  0x00000800  +
0xD8A3A000  0x00000800  -
0xD8A3A800  0x00000800  +
0xD8A3B000  0x00000800  -
0xD8A3B800  0x00000800  +
0xD8A3C000  0x00000800  -
0xD8A3C800  0x00000800  +
0xD8A3D000  0x00000800  -
0xD8A3D800  0x00000800  +
0xD8A3E000  0x00000800  -
0xD8A3E800  0x00000800  +
0xD8A3F000  0x00000800  -
0xD8A3F800  0x00000800  +
0xD8A40000  0x00000800  -
0xD8A40800  0x00000800  +
0xD8A41000  0x00000800  -
0xD8A41800  0x00000800  +
0xD8A42000  0x00000800  -
0xD8A42800  0x00000800  +
0xD8A43000  0x00000800  -
0xD8A43800  0x00000800  +
0xD8A44000  0x00000800  -
0xD8A44800  0x00000800  +
0xD8A45000  0x00001000  -
0xD8A46000  0x0000E000  +
0xD8A54000  0x00001000  -
0xD8A55000  0x00000800  +
0xD8A55800  0x00000800  -
0xD8A56000  0x00000800  +
0xD8A56800  0x00000800  -
0xD8A57000  0x00000800  +
0xD8A57800  0x00000800  -
0xD8A58000  0x00000800  +
0xD8A58800  0x00000800  -
0xD8A59000  0x00000800  +
0xD8A59800  0x00000800  -
0xD8A5A000  0x00000800  +
0xD8A5A800  0x00000800  -
0xD8A5B000  0x00000800  +
0xD8A5B800  0x00000800  -
0xD8A5C000  0x00000800  +
0xD8A5C800  0x00000800  -
0xD8A5D000  0x00000800  +
0xD8A5D800  0x00000800  -
0xD8A5E000  0x00000800  +
0xD8A5E800  0x00000800  -
0xD8A5F000  0x00000800  +
0xD8A5F800  0x00000800  -
0xD8A60000  0x00000800  +
0xD8A60800  0x00000800  -
0xD8A61000  0x00000800  +
0xD8A61800  0x00000800  -
0xD8A62000  0x00000800  +
0xD8A62800  0x00000800  -
0xD8A63000  0x00000800  +
0xD8A63800  0x00000800  -
0xD8A64000  0x00000800  +
0xD8A64800  0x00000800  -
0xD8A65000  0x00000800  +
0xD8A65800  0x00000800  -
0xD8A66000  0x00000800  +
0xD8A66800  0x00000800  -
0xD8A67000  0x00000800  +
0xD8A67800  0x00000800  -
0xD8A68000  0x00000800  +
0xD8A68800  0x00000800  -
0xD8A69000  0x00000800  +
0xD8A69800  0x00000800  -
0xD8A6A000  0x00000800  +
0xD8A6A800  0x00000800  -
0xD8A6B000  0x00000800  +
0xD8A6B800  0x00000800  -
0xD8A6C000  0x00000800  +
0xD8A6C800  0x00000800  -
0xD8A6D000  0x00000800  +
0xD8A6D800  0x00000800  -
0xD8A6E000  0x00000800  +
0xD8A6E800  0x00000800  -
0xD8A6F000  0x00000800  +
0xD8A6F800  0x00000800  -
0xD8A70000  0x00000800  +
0xD8A70800  0x00000800  -
0xD8A71000  0x00000800  +
0xD8A71800  0x00000800  -
0xD8A72000  0x00000800  +
0xD8A72800  0x00000800  -
0xD8A73000  0x00000800  +
0xD8A73800  0x00000800  -
0xD8A74000  0x00000800  +
0xD8A74800  0x00000800  -
0xD8A75000  0x00000800  +
0xD8A75800  0x00000800  -
0xD8A76000  0x00000800  +
0xD8A76800  0x00000800  -
0xD8A77000  0x00000800  +
0xD8A77800  0x00000800  -
0xD8A78000  0x00000800  +
0xD8A78800  0x00000800  -
0xD8A79000  0x00000800  +
0xD8A79800  0x00000800  -
0xD8A7A000  0x00000800  +
0xD8A7A800  0x00000800  -
0xD8A7B000  0x00000800  +
0xD8A7B800  0x00000800  -
0xD8A7C000  0x00000800  +
0xD8A7C800  0x00000800  -
0xD8A7D000  0x00000800  +
0xD8A7D800  0x00000800  -
0xD8A7E000  0x00000800  +
0xD8A7E800  0x00000800  -
0xD8A7F000  0x00000800  +
0xD8A7F800  0x00000800  -
0xD8A80000  0x00000800  +
0xD8A80800  0x00000800  -
0xD8A81000  0x00000800  +
0xD8A81800  0x00000800  -
0xD8A82000  0x00000800  +
0xD8A82800  0x00000800  -
0xD8A83000  0x00000800  +
0xD8A83800  0x00000800  -
0xD8A84000  0x00000800  +
0xD8A84800  0x00000800  -
0xD8A85000  0x00000800  +
0xD8A85800  0x00000800  -
0xD8A86000  0x00000800  +
0xD8A86800  0x00000800  -
0xD8A87000  0x00000800  +
0xD8A87800  0x00000800  -
0xD8A88000  0x00000800  +
0xD8A88800  0x00000800  -
0xD8A89000  0x00000800  +
0xD8A89800  0x00000800  -
0xD8A8A000  0x00000800  +
0xD8A8A800  0x00000800  -
0xD8A8B000  0x00000800  +
0xD8A8B800  0x00000800  -
0xD8A8C000  0x00000800  +
0xD8A8C800  0x00000800  -
0xD8A8D000  0x00000800  +
0xD8A8D800  0x00000800  -
0xD8A8E000  0x00000800  +
0xD8A8E800  0x00000800  -
0xD8A8F000  0x00000800  +
0xD8A8F800  0x00000800  -
0xD8A90000  0x00000800  +
0xD8A90800  0x00000800  -
0xD8A91000  0x00000800  +
0xD8A91800  0x00000800  -
0xD8A92000  0x00036000  +
0xD8AC8000  0x00000800  -
0xD8AC8800  0x00000800  +
0xD8AC9000  0x00000800  -
0xD8AC9800  0x00000800  +
0xD8ACA000  0x00000800  -
0xD8ACA800  0x00000800  +
0xD8ACB000  0x00000800  -
0xD8ACB800  0x00000800  +
0xD8ACC000  0x00000800  -
0xD8ACC800  0x00000800  +
0xD8ACD000  0x00000800  -
0xD8ACD800  0x00000800  +
0xD8ACE000  0x00000800  -
0xD8ACE800  0x00000800  +
0xD8ACF000  0x00000800  -
0xD8ACF800  0x00000800  +
0xD8AD0000  0x00000800  -
0xD8AD0800  0x00000800  +
0xD8AD1000  0x00000800  -
0xD8AD1800  0x00000800  +
0xD8AD2000  0x00000800  -
0xD8AD2800  0x00000800  +
0xD8AD3000  0x00000800  -
0xD8AD3800  0x00000800  +
0xD8AD4000  0x00000800  -
0xD8AD4800  0x00000800  +
0xD8AD5000  0x00000800  -
0xD8AD5800  0x00000800  +
0xD8AD6000  0x00000800  -
0xD8AD6800  0x00000800  +
0xD8AD7000  0x00000800  -
0xD8AD7800  0x00000800  +
0xD8AD8000  0x00000800  -
0xD8AD8800  0x00000800  +
0xD8AD9000  0x00000800  -
0xD8AD9800  0x00000800  +
0xD8ADA000  0x00000800  -
0xD8ADA800  0x00000800  +
0xD8ADB000  0x00000800  -
0xD8ADB800  0x00000800  +
0xD8ADC000  0x00000800  -
0xD8ADC800  0x00000800  +
0xD8ADD000  0x00000800  -
0xD8ADD800  0x00000800  +
0xD8ADE000  0x00000800  -
0xD8ADE800  0x00000800  +
0xD8ADF000  0x00000800  -
0xD8ADF800  0x00000800  +
0xD8AE0000  0x00000800  -
0xD8AE0800  0x00000800  +
0xD8AE1000  0x00000800  -
0xD8AE1800  0x00000800  +
0xD8AE2000  0x00000800  -
0xD8AE2800  0x00000800  +
0xD8AE3000  0x00000800  -
0xD8AE3800  0x00000800  +
0xD8AE4000  0x00000800  -
0xD8AE4800  0x00000800  +
0xD8AE5000  0x00000800  -
0xD8AE5800  0x00000800  +
0xD8AE6000  0x00000800  -
0xD8AE6800  0x00000800  +
0xD8AE7000  0x00000800  -
0xD8AE7800  0x00000800  +
0xD8AE8000  0x00000800  -
0xD8AE8800  0x00000800  +
0xD8AE9000  0x00000800  -
0xD8AE9800  0x00000800  +
0xD8AEA000  0x00000800  -
0xD8AEA800  0x00000800  +
0xD8AEB000  0x00000800  -
0xD8AEB800  0x00000800  +
0xD8AEC000  0x00000800  -
0xD8AEC800  0x00000800  +
0xD8AED000  0x00000800  -
0xD8AED800  0x00000800  +
0xD8AEE000  0x00000800  -
0xD8AEE800  0x00000800  +
0xD8AEF000  0x00000800  -
0xD8AEF800  0x00000800  +
0xD8AF0000  0x00000800  -
0xD8AF0800  0x00000800  +
0xD8AF1000  0x00000800  -
0xD8AF1800  0x00000800  +
0xD8AF2000  0x00000800  -
0xD8AF2800  0x00000800  +
0xD8AF3000  0x00000800  -
0xD8AF3800  0x00000800  +
0xD8AF4000  0x00000800  -
0xD8AF4800  0x00000800  +
0xD8AF5000  0x00000800  -
0xD8AF5800  0x00000800  +
0xD8AF6000  0x00000800  -
0xD8AF6800  0x00000800  +
0xD8AF7000  0x00000800  -
0xD8AF7800  0x00000800  +
0xD8AF8000  0x00000800  -
0xD8AF8800  0x00000800  +
0xD8AF9000  0x00000800  -
0xD8AF9800  0x00000800  +
0xD8AFA000  0x00000800  -
0xD8AFA800  0x00000800  +
0xD8AFB000  0x00000800  -
0xD8AFB800  0x00000800  +
0xD8AFC000  0x00000800  -
0xD8AFC800  0x00000800  +
0xD8AFD000  0x00000800  -
0xD8AFD800  0x00000800  +
0xD8AFE000  0x00000800  -
0xD8AFE800  0x00000800  +
0xD8AFF000  0x00000800  -
0xD8AFF800  0x00000800  +
0xD8B00000  0x00000800  -
0xD8B00800  0x00000800  +
0xD8B01000  0x00000800  -
0xD8B01800  0x00000800  +
0xD8B02000  0x00000800  -
0xD8B02800  0x00000800  +
0xD8B03000  0x00000800  -
0xD8B03800  0x00000800  +
0xD8B04000  0x00000800  -
0xD8B04800  0x00000800  +
0xD8B05000  0x00000800  -
0xD8B05800  0x00000800  +
0xD8B06000  0x00000800  -
0xD8B06800  0x00000800  +
0xD8B07000  0x00000800  -
0xD8B07800  0x00000800  +
0xD8B08000  0x00000800  -
0xD8B08800  0x00000800  +
0xD8B09000  0x00000800  -
0xD8B09800  0x00000800  +
0xD8B0A000  0x00000800  -
0xD8B0A800  0x00000800  +
0xD8B0B000  0x00000800  -
0xD8B0B800  0x00000800  +
0xD8B0C000  0x00000800  -
0xD8B0C800  0x00000800  +
0xD8B0D000  0x00000800  -
0xD8B0D800  0x00000800  +
0xD8B0E000  0x00000800  -
0xD8B0E800  0x00000800  +
0xD8B0F000  0x00000800  -
0xD8B0F800  0x00000800  +
0xD8B10000  0x00000800  -
0xD8B10800  0x00000800  +
0xD8B11000  0x00000800  -
0xD8B11800  0x00000800  +
0xD8B12000  0x00000800  -
0xD8B12800  0x00000800  +
0xD8B13000  0x00000800  -
0xD8B13800  0x00000800  +
0xD8B14000  0x00000800  -
0xD8B14800  0x00000800  +
0xD8B15000  0x00000800  -
0xD8B15800  0x00000800  +
0xD8B16000  0x00000800  -
0xD8B16800  0x00000800  +
0xD8B17000  0x00000800  -
0xD8B17800  0x00000800  +
0xD8B18000  0x00000800  -
0xD8B18800  0x00000800  +
0xD8B19000  0x00000800  -
0xD8B19800  0x00000800  +
0xD8B1A000  0x00000800  -
0xD8B1A800  0x00000800  +
0xD8B1B000  0x00000800  -
0xD8B1B800  0x00000800  +
0xD8B1C000  0x00000800  -
0xD8B1C800  0x00000800  +
0xD8B1D000  0x00000800  -
0xD8B1D800  0x00000800  +
0xD8B1E000  0x00000800  -
0xD8B1E800  0x00000800  +
0xD8B1F000  0x00000800  -
0xD8B1F800  0x00000800  +
0xD8B20000  0x00000800  -
0xD8B20800  0x00000800  +
0xD8B21000  0x00000800  -
0xD8B21800  0x00000800  +
0xD8B22000  0x00000800  -
0xD8B22800  0x00000800  +
0xD8B23000  0x00000800  -
0xD8B23800  0x00000800  +
0xD8B24000  0x00000800  -
0xD8B24800  0x00000800  +
0xD8B25000  0x00000800  -
0xD8B25800  0x00000800  +
0xD8B26000  0x00000800  -
0xD8B26800  0x00000800  +
0xD8B27000  0x00000800  -
0xD8B27800  0x00000800  +
0xD8B28000  0x00000800  -
0xD8B28800  0x00000800  +
0xD8B29000  0x00000800  -
0xD8B29800  0x00000800  +
0xD8B2A000  0x00000800  -
0xD8B2A800  0x00000800  +
0xD8B2B000  0x00000800  -
0xD8B2B800  0x00000800  +
0xD8B2C000  0x00000800  -
0xD8B2C800  0x00000800  +
0xD8B2D000  0x00000800  -
0xD8B2D800  0x00000800  +
0xD8B2E000  0x00000800  -
0xD8B2E800  0x00000800  +
0xD8B2F000  0x00000800  -
0xD8B2F800  0x00000800  +
0xD8B30000  0x00000800  -
0xD8B30800  0x00000800  +
0xD8B31000  0x00000800  -
0xD8B31800  0x00000800  +
0xD8B32000  0x00000800  -
0xD8B32800  0x00000800  +
0xD8B33000  0x00000800  -
0xD8B33800  0x00000800  +
0xD8B34000  0x00000800  -
0xD8B34800  0x00000800  +
0xD8B35000  0x00000800  -
0xD8B35800  0x00000800  +
0xD8B36000  0x00000800  -
0xD8B36800  0x00000800  +
0xD8B37000  0x00000800  -
0xD8B37800  0x00000800  +
0xD8B38000  0x00000800  -
0xD8B38800  0x00000800  +
0xD8B39000  0x00000800  -
0xD8B39800  0x00000800  +
0xD8B3A000  0x00000800  -
0xD8B3A800  0x00000800  +
0xD8B3B000  0x00000800  -
0xD8B3B800  0x00000800  +
0xD8B3C000  0x00000800  -
0xD8B3C800  0x00000800  +
0xD8B3D000  0x00000800  -
0xD8B3D800  0x00000800  +
0xD8B3E000  0x00000800  -
0xD8B3E800  0x00000800  +
0xD8B3F000  0x00001000  -
0xD8B40000  0x00049000  +
0xD8B89000  0x00000800  -
0xD8B89800  0x00000800  +
0xD8B8A000  0x00000800  -
0xD8B8A800  0x00000800  +
0xD8B8B000  0x00000800  -
0xD8B8B800  0x00000800  +
0xD8B8C000  0x00000800  -
0xD8B8C800  0x00000800  +
0xD8B8D000  0x00000800  -
0xD8B8D800  0x00000800  +
0xD8B8E000  0x00000800  -
0xD8B8E800  0x00000800  +
0xD8B8F000  0x00000800  -
0xD8B8F800  0x00000800  +
0xD8B90000  0x00000800  -
0xD8B90800  0x00000800  +
0xD8B91000  0x00000800  -
0xD8B91800  0x00000800  +
0xD8B92000  0x00000800  -
0xD8B92800  0x00000800  +
0xD8B93000  0x00000800  -
0xD8B93800  0x00000800  +
0xD8B94000  0x00000800  -
0xD8B94800  0x00000800  +
0xD8B95000  0x00000800  -
0xD8B95800  0x00000800  +
0xD8B96000  0x00000800  -
0xD8B96800  0x00000800  +
0xD8B97000  0x00000800  -
0xD8B97800  0x00000800  +
0xD8B98000  0x00000800  -
0xD8B98800  0x00000800  +
0xD8B99000  0x00000800  -
0xD8B99800  0x00000800  +
0xD8B9A000  0x00000800  -
0xD8B9A800  0x00000800  +
0xD8B9B000  0x00000800  -
0xD8B9B800  0x00000800  +
0xD8B9C000  0x00000800  -
0xD8B9C800  0x00000800  +
0xD8B9D000  0x00000800  -
0xD8B9D800  0x00000800  +
0xD8B9E000  0x00000800  -
0xD8B9E800  0x00000800  +
0xD8B9F000  0x00000800  -
0xD8B9F800  0x00000800  +
0xD8BA0000  0x00000800  -
0xD8BA0800  0x00000800  +
0xD8BA1000  0x00000800  -
0xD8BA1800  0x00000800  +
0xD8BA2000  0x00000800  -
0xD8BA2800  0x00000800  +
0xD8BA3000  0x00000800  -
0xD8BA3800  0x00000800  +
0xD8BA4000  0x00000800  -
0xD8BA4800  0x00000800  +
0xD8BA5000  0x00000800  -
0xD8BA5800  0x00000800  +
0xD8BA6000  0x00000800  -
0xD8BA6800  0x00000800  +
0xD8BA7000  0x00000800  -
0xD8BA7800  0x00000800  +
0xD8BA8000  0x00000800  -
0xD8BA8800  0x00000800  +
0xD8BA9000  0x00000800  -
0xD8BA9800  0x00000800  +
0xD8BAA000  0x00000800  -
0xD8BAA800  0x00000800  +
0xD8BAB000  0x00000800  -
0xD8BAB800  0x00000800  +
0xD8BAC000  0x00000800  -
0xD8BAC800  0x00000800  +
0xD8BAD000  0x00000800  -
0xD8BAD800  0x00000800  +
0xD8BAE000  0x00000800  -
0xD8BAE800  0x00000800  +
0xD8BAF000  0x00000800  -
0xD8BAF800  0x00000800  +
0xD8BB0000  0x00000800  -
0xD8BB0800  0x00000800  +
0xD8BB1000  0x00000800  -
0xD8BB1800  0x00000800  +
0xD8BB2000  0x00000800  -
0xD8BB2800  0x00000800  +
0xD8BB3000  0x00000800  -
0xD8BB3800  0x00000800  +
0xD8BB4000  0x00000800  -
0xD8BB4800  0x00000800  +
0xD8BB5000  0x00000800  -
0xD8BB5800  0x00000800  +
0xD8BB6000  0x00000800  -
0xD8BB6800  0x00000800  +
0xD8BB7000  0x00000800  -
0xD8BB7800  0x00000800  +
0xD8BB8000  0x00000800  -
0xD8BB8800  0x00000800  +
0xD8BB9000  0x00000800  -
0xD8BB9800  0x00000800  +
0xD8BBA000  0x00000800  -
0xD8BBA800  0x00000800  +
0xD8BBB000  0x00000800  -
0xD8BBB800  0x00000800  +
0xD8BBC000  0x00000800  -
0xD8BBC800  0x00000800  +
0xD8BBD000  0x00000800  -
0xD8BBD800  0x00000800  +
0xD8BBE000  0x00000800  -
0xD8BBE800  0x00000800  +
0xD8BBF000  0x00000800  -
0xD8BBF800  0x00000800  +
0xD8BC0000  0x00000800  -
0xD8BC0800  0x00000800  +
0xD8BC1000  0x00000800  -
0xD8BC1800  0x00000800  +
0xD8BC2000  0x00000800  -
0xD8BC2800  0x00000800  +
0xD8BC3000  0x00000800  -
0xD8BC3800  0x00000800  +
0xD8BC4000  0x00000800  -
0xD8BC4800  0x00000800  +
0xD8BC5000  0x00000800  -
0xD8BC5800  0x00000800  +
0xD8BC6000  0x00000800  -
0xD8BC6800  0x00000800  +
0xD8BC7000  0x00000800  -
0xD8BC7800  0x00000800  +
0xD8BC8000  0x00000800  -
0xD8BC8800  0x00000800  +
0xD8BC9000  0x00000800  -
0xD8BC9800  0x00000800  +
0xD8BCA000  0x00000800  -
0xD8BCA800  0x00000800  +
0xD8BCB000  0x00000800  -
0xD8BCB800  0x00000800  +
0xD8BCC000  0x00000800  -
0xD8BCC800  0x00000800  +
0xD8BCD000  0x00000800  -
0xD8BCD800  0x00000800  +
0xD8BCE000  0x00000800  -
0xD8BCE800  0x00000800  +
0xD8BCF000  0x00000800  -
0xD8BCF800  0x00000800  +
0xD8BD0000  0x00000800  -
0xD8BD0800  0x00000800  +
0xD8BD1000  0x00000800  -
0xD8BD1800  0x00000800  +
0xD8BD2000  0x00000800  -
0xD8BD2800  0x00000800  +
0xD8BD3000  0x00000800  -
0xD8BD3800  0x00000800  +
0xD8BD4000  0x00000800  -
0xD8BD4800  0x00000800  +
0xD8BD5000  0x00000800  -
0xD8BD5800  0x00000800  +
0xD8BD6000  0x00000800  -
0xD8BD6800  0x00000800  +
0xD8BD7000  0x00000800  -
0xD8BD7800  0x00000800  +
0xD8BD8000  0x00000800  -
0xD8BD8800  0x00000800  +
0xD8BD9000  0x00000800  -
0xD8BD9800  0x00000800  +
0xD8BDA000  0x00000800  -
0xD8BDA800  0x00000800  +
0xD8BDB000  0x00000800  -
0xD8BDB800  0x00000800  +
0xD8BDC000  0x00000800  -
0xD8BDC800  0x00000800  +
0xD8BDD000  0x00000800  -
0xD8BDD800  0x00000800  +
0xD8BDE000  0x00000800  -
0xD8BDE800  0x00000800  +
0xD8BDF000  0x00001000  -
0xD8BE0000  0x00034000  +
0xD8C14000  0x00000800  -
0xD8C14800  0x00000800  +
0xD8C15000  0x00000800  -
0xD8C15800  0x00000800  +
0xD8C16000  0x00000800  -
0xD8C16800  0x00000800  +
0xD8C17000  0x00000800  -
0xD8C17800  0x00000800  +
0xD8C18000  0x00000800  -
0xD8C18800  0x00000800  +
0xD8C19000  0x00000800  -
0xD8C19800  0x00000800  +
0xD8C1A000  0x00000800  -
0xD8C1A800  0x00000800  +
0xD8C1B000  0x00000800  -
0xD8C1B800  0x00000800  +
