# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -b 2048 -d -v /dev/sr0 image.iso image.log
# Start time:   2015-10-15 10:34:38
# Current time: 2015-10-15 11:43:51
# Scraping failed blocks... (forwards)
# current_pos  current_status
0xEAFDD000     /
#      pos        size  status
0xD41A8000  0x00018000  +
0xD41C0000  0x00008000  -
0xD41C8000  0x00000800  +
0xD41C8800  0x00000800  -
0xD41C9000  0x00000800  +
0xD41C9800  0x00000800  -
0xD41CA000  0x00000800  +
0xD41CA800  0x00000800  -
0xD41CB000  0x00000800  +
0xD41CB800  0x00000800  -
0xD41CC000  0x00000800  +
0xD41CC800  0x00000800  -
0xD41CD000  0x00000800  +
0xD41CD800  0x00000800  -
0xD41CE000  0x00000800  +
0xD41CE800  0x00000800  -
0xD41CF000  0x00000800  +
0xD41CF800  0x00000800  -
0xD41D0000  0x00000800  +
0xD41D0800  0x00000800  -
0xD41D1000  0x00000800  +
0xD41D1800  0x00000800  -
0xD41D2000  0x00000800  +
0xD41D2800  0x00000800  -
0xD41D3000  0x00000800  +
0xD41D3800  0x00000800  -
0xD41D4000  0x00000800  +
0xD41D4800  0x00000800  -
0xD41D5000  0x00000800  +
0xD41D5800  0x00000800  -
0xD41D6000  0x00000800  +
0xD41D6800  0x00000800  -
0xD41D7000  0x00000800  +
0xD41D7800  0x00008800  -
0xD41E0000  0x00018000  +
0xD41F8000  0x00008000  -
0xD4200000  0x00000800  +
0xD4200800  0x00000800  -
0xD4201000  0x00000800  +
0xD4201800  0x00000800  -
0xD4202000  0x00000800  +
0xD4202800  0x00000800  -
0xD4203000  0x00000800  +
0xD4203800  0x00000800  -
0xD4204000  0x00000800  +
0xD4204800  0x00000800  -
0xD4205000  0x00000800  +
0xD4205800  0x00000800  -
0xD4206000  0x00012000  +
0xD4218000  0x00008000  -
0xD4220000  0x00018000  +
0xD4238000  0x00008000  -
0xD4240000  0x00010000  +
0xD4250000  0x00008800  -
0xD4258800  0x00000800  +
0xD4259000  0x00000800  -
0xD4259800  0x00000800  +
0xD425A000  0x00000800  -
0xD425A800  0x00000800  +
0xD425B000  0x00000800  -
0xD425B800  0x00000800  +
0xD425C000  0x00000800  -
0xD425C800  0x00000800  +
0xD425D000  0x00000800  -
0xD425D800  0x00000800  +
0xD425E000  0x00000800  -
0xD425E800  0x00000800  +
0xD425F000  0x00000800  -
0xD425F800  0x00000800  +
0xD4260000  0x00000800  -
0xD4260800  0x00000800  +
0xD4261000  0x00000800  -
0xD4261800  0x00000800  +
0xD4262000  0x00000800  -
0xD4262800  0x00000800  +
0xD4263000  0x00000800  -
0xD4263800  0x00000800  +
0xD4264000  0x00000800  -
0xD4264800  0x00000800  +
0xD4265000  0x00000800  -
0xD4265800  0x00000800  +
0xD4266000  0x00000800  -
0xD4266800  0x00000800  +
0xD4267000  0x00000800  -
0xD4267800  0x00000800  +
0xD4268000  0x00000800  -
0xD4268800  0x00000800  +
0xD4269000  0x00000800  -
0xD4269800  0x00000800  +
0xD426A000  0x00000800  -
0xD426A800  0x00000800  +
0xD426B000  0x00000800  -
0xD426B800  0x00000800  +
0xD426C000  0x00000800  -
0xD426C800  0x00000800  +
0xD426D000  0x00000800  -
0xD426D800  0x00000800  +
0xD426E000  0x00000800  -
0xD426E800  0x00000800  +
0xD426F000  0x00000800  -
0xD426F800  0x00000800  +
0xD4270000  0x00008800  -
0xD4278800  0x00000800  +
0xD4279000  0x00000800  -
0xD4279800  0x00000800  +
0xD427A000  0x00001000  -
0xD427B000  0x0000E000  +
0xD4289000  0x00000800  -
0xD4289800  0x00000800  +
0xD428A000  0x00000800  -
0xD428A800  0x00000800  +
0xD428B000  0x00000800  -
0xD428B800  0x00000800  +
0xD428C000  0x00000800  -
0xD428C800  0x00000800  +
0xD428D000  0x00000800  -
0xD428D800  0x00000800  +
0xD428E000  0x00000800  -
0xD428E800  0x00000800  +
0xD428F000  0x00000800  -
0xD428F800  0x00000800  +
0xD4290000  0x00008800  -
0xD4298800  0x00000800  +
0xD4299000  0x00000800  -
0xD4299800  0x00000800  +
0xD429A000  0x00000800  -
0xD429A800  0x00000800  +
0xD429B000  0x00000800  -
0xD429B800  0x00000800  +
0xD429C000  0x00000800  -
0xD429C800  0x00000800  +
0xD429D000  0x00000800  -
0xD429D800  0x00000800  +
0xD429E000  0x00000800  -
0xD429E800  0x00000800  +
0xD429F000  0x00001000  -
0xD42A0000  0x00028000  +
0xD42C8000  0x00008800  -
0xD42D0800  0x00000800  +
0xD42D1000  0x00000800  -
0xD42D1800  0x00000800  +
0xD42D2000  0x00000800  -
0xD42D2800  0x00000800  +
0xD42D3000  0x00000800  -
0xD42D3800  0x00008000  +
0xD42DB800  0x00000800  -
0xD42DC000  0x00000800  +
0xD42DC800  0x00000800  -
0xD42DD000  0x00000800  +
0xD42DD800  0x00000800  -
0xD42DE000  0x00000800  +
0xD42DE800  0x00000800  -
0xD42DF000  0x00000800  +
0xD42DF800  0x00000800  -
0xD42E0000  0x00008000  +
0xD42E8000  0x00008000  -
0xD42F0000  0x00000800  +
0xD42F0800  0x00000800  -
0xD42F1000  0x00000800  +
0xD42F1800  0x00000800  -
0xD42F2000  0x00000800  +
0xD42F2800  0x00000800  -
0xD42F3000  0x00000800  +
0xD42F3800  0x00000800  -
0xD42F4000  0x00000800  +
0xD42F4800  0x00000800  -
0xD42F5000  0x00000800  +
0xD42F5800  0x00000800  -
0xD42F6000  0x00000800  +
0xD42F6800  0x00000800  -
0xD42F7000  0x00000800  +
0xD42F7800  0x00000800  -
0xD42F8000  0x00000800  +
0xD42F8800  0x00000800  -
0xD42F9000  0x00000800  +
0xD42F9800  0x00000800  -
0xD42FA000  0x00000800  +
0xD42FA800  0x00000800  -
0xD42FB000  0x00000800  +
0xD42FB800  0x00000800  -
0xD42FC000  0x00000800  +
0xD42FC800  0x00000800  -
0xD42FD000  0x00000800  +
0xD42FD800  0x00000800  -
0xD42FE000  0x00000800  +
0xD42FE800  0x00000800  -
0xD42FF000  0x00000800  +
0xD42FF800  0x00000800  -
0xD4300000  0x00000800  +
0xD4300800  0x00000800  -
0xD4301000  0x00000800  +
0xD4301800  0x00000800  -
0xD4302000  0x00000800  +
0xD4302800  0x00000800  -
0xD4303000  0x00000800  +
0xD4303800  0x00000800  -
0xD4304000  0x00000800  +
0xD4304800  0x00000800  -
0xD4305000  0x00000800  +
0xD4305800  0x00000800  -
0xD4306000  0x00000800  +
0xD4306800  0x00000800  -
0xD4307000  0x00000800  +
0xD4307800  0x00008800  -
0xD4310000  0x00010000  +
0xD4320000  0x00008000  -
0xD4328000  0x0000A000  +
0xD4332000  0x00000800  -
0xD4332800  0x00000800  +
0xD4333000  0x00000800  -
0xD4333800  0x00000800  +
0xD4334000  0x00000800  -
0xD4334800  0x00000800  +
0xD4335000  0x00000800  -
0xD4335800  0x00000800  +
0xD4336000  0x00000800  -
0xD4336800  0x00000800  +
0xD4337000  0x00000800  -
0xD4337800  0x00000800  +
0xD4338000  0x00000800  -
0xD4338800  0x00000800  +
0xD4339000  0x00000800  -
0xD4339800  0x00000800  +
0xD433A000  0x00000800  -
0xD433A800  0x00000800  +
0xD433B000  0x00000800  -
0xD433B800  0x00000800  +
0xD433C000  0x00000800  -
0xD433C800  0x00000800  +
0xD433D000  0x00000800  -
0xD433D800  0x00000800  +
0xD433E000  0x00000800  -
0xD433E800  0x00000800  +
0xD433F000  0x00000800  -
0xD433F800  0x00000800  +
0xD4340000  0x00008800  -
0xD4348800  0x00000800  +
0xD4349000  0x00000800  -
0xD4349800  0x00000800  +
0xD434A000  0x00000800  -
0xD434A800  0x00000800  +
0xD434B000  0x00000800  -
0xD434B800  0x00000800  +
0xD434C000  0x00000800  -
0xD434C800  0x00000800  +
0xD434D000  0x00000800  -
0xD434D800  0x00000800  +
0xD434E000  0x00000800  -
0xD434E800  0x00000800  +
0xD434F000  0x00000800  -
0xD434F800  0x00000800  +
0xD4350000  0x00000800  -
0xD4350800  0x00000800  +
0xD4351000  0x00000800  -
0xD4351800  0x00000800  +
0xD4352000  0x00000800  -
0xD4352800  0x00000800  +
0xD4353000  0x00000800  -
0xD4353800  0x00000800  +
0xD4354000  0x00000800  -
0xD4354800  0x00000800  +
0xD4355000  0x00000800  -
0xD4355800  0x00000800  +
0xD4356000  0x00000800  -
0xD4356800  0x00000800  +
0xD4357000  0x00000800  -
0xD4357800  0x00000800  +
0xD4358000  0x00000800  -
0xD4358800  0x00000800  +
0xD4359000  0x00000800  -
0xD4359800  0x00000800  +
0xD435A000  0x00000800  -
0xD435A800  0x00000800  +
0xD435B000  0x00000800  -
0xD435B800  0x00000800  +
0xD435C000  0x00000800  -
0xD435C800  0x00000800  +
0xD435D000  0x00000800  -
0xD435D800  0x00000800  +
0xD435E000  0x00000800  -
0xD435E800  0x00000800  +
0xD435F000  0x00000800  -
0xD435F800  0x00000800  +
0xD4360000  0x00008800  -
0xD4368800  0x00000800  +
0xD4369000  0x00000800  -
0xD4369800  0x00000800  +
0xD436A000  0x00000800  -
0xD436A800  0x00000800  +
0xD436B000  0x00000800  -
0xD436B800  0x00000800  +
0xD436C000  0x00000800  -
0xD436C800  0x00000800  +
0xD436D000  0x00000800  -
0xD436D800  0x00000800  +
0xD436E000  0x00000800  -
0xD436E800  0x00000800  +
0xD436F000  0x00001000  -
0xD4370000  0x00010000  +
0xD4380000  0x00008800  -
0xD4388800  0x00000800  +
0xD4389000  0x00000800  -
0xD4389800  0x00000800  +
0xD438A000  0x00000800  -
0xD438A800  0x00000800  +
0xD438B000  0x00000800  -
0xD438B800  0x00000800  +
0xD438C000  0x00000800  -
0xD438C800  0x00000800  +
0xD438D000  0x00000800  -
0xD438D800  0x00000800  +
0xD438E000  0x00000800  -
0xD438E800  0x00000800  +
0xD438F000  0x00000800  -
0xD438F800  0x00000800  +
0xD4390000  0x00000800  -
0xD4390800  0x00000800  +
0xD4391000  0x00000800  -
0xD4391800  0x00000800  +
0xD4392000  0x00000800  -
0xD4392800  0x00000800  +
0xD4393000  0x00000800  -
0xD4393800  0x00000800  +
0xD4394000  0x00000800  -
0xD4394800  0x00000800  +
0xD4395000  0x00000800  -
0xD4395800  0x00000800  +
0xD4396000  0x00000800  -
0xD4396800  0x00000800  +
0xD4397000  0x00000800  -
0xD4397800  0x00000800  +
0xD4398000  0x00008000  -
0xD43A0000  0x00018000  +
0xD43B8000  0x00008000  -
0xD43C0000  0x0000E000  +
0xD43CE000  0x00000800  -
0xD43CE800  0x00000800  +
0xD43CF000  0x00001000  -
0xD43D0000  0x00008000  +
0xD43D8000  0x00008800  -
0xD43E0800  0x00000800  +
0xD43E1000  0x00000800  -
0xD43E1800  0x00000800  +
0xD43E2000  0x00000800  -
0xD43E2800  0x00000800  +
0xD43E3000  0x00000800  -
0xD43E3800  0x00000800  +
0xD43E4000  0x00000800  -
0xD43E4800  0x00000800  +
0xD43E5000  0x00000800  -
0xD43E5800  0x00000800  +
0xD43E6000  0x00000800  -
0xD43E6800  0x00000800  +
0xD43E7000  0x00000800  -
0xD43E7800  0x00000800  +
0xD43E8000  0x00000800  -
0xD43E8800  0x00000800  +
0xD43E9000  0x00000800  -
0xD43E9800  0x00000800  +
0xD43EA000  0x00000800  -
0xD43EA800  0x00000800  +
0xD43EB000  0x00000800  -
0xD43EB800  0x00000800  +
0xD43EC000  0x00000800  -
0xD43EC800  0x00000800  +
0xD43ED000  0x00000800  -
0xD43ED800  0x00000800  +
0xD43EE000  0x00000800  -
0xD43EE800  0x00000800  +
0xD43EF000  0x00000800  -
0xD43EF800  0x00000800  +
0xD43F0000  0x00008800  -
0xD43F8800  0x00000800  +
0xD43F9000  0x00000800  -
0xD43F9800  0x00000800  +
0xD43FA000  0x00000800  -
0xD43FA800  0x00000800  +
0xD43FB000  0x00000800  -
0xD43FB800  0x00000800  +
0xD43FC000  0x00000800  -
0xD43FC800  0x00000800  +
0xD43FD000  0x00000800  -
0xD43FD800  0x00000800  +
0xD43FE000  0x00000800  -
0xD43FE800  0x00000800  +
0xD43FF000  0x00001000  -
0xD4400000  0x00010000  +
0xD4410000  0x00008800  -
0xD4418800  0x00006800  +
0xD441F000  0x00000800  -
0xD441F800  0x00000800  +
0xD4420000  0x00000800  -
0xD4420800  0x00000800  +
0xD4421000  0x00000800  -
0xD4421800  0x00000800  +
0xD4422000  0x00000800  -
0xD4422800  0x00000800  +
0xD4423000  0x00000800  -
0xD4423800  0x00000800  +
0xD4424000  0x00000800  -
0xD4424800  0x00000800  +
0xD4425000  0x00000800  -
0xD4425800  0x00000800  +
0xD4426000  0x00000800  -
0xD4426800  0x00000800  +
0xD4427000  0x00000800  -
0xD4427800  0x00000800  +
0xD4428000  0x00000800  -
0xD4428800  0x00000800  +
0xD4429000  0x00000800  -
0xD4429800  0x00000800  +
0xD442A000  0x00000800  -
0xD442A800  0x00000800  +
0xD442B000  0x00000800  -
0xD442B800  0x00000800  +
0xD442C000  0x00000800  -
0xD442C800  0x00000800  +
0xD442D000  0x00000800  -
0xD442D800  0x00000800  +
0xD442E000  0x00000800  -
0xD442E800  0x00000800  +
0xD442F000  0x00000800  -
0xD442F800  0x00000800  +
0xD4430000  0x00008800  -
0xD4438800  0x00000800  +
0xD4439000  0x00000800  -
0xD4439800  0x00000800  +
0xD443A000  0x00000800  -
0xD443A800  0x00000800  +
0xD443B000  0x00000800  -
0xD443B800  0x00000800  +
0xD443C000  0x00000800  -
0xD443C800  0x00000800  +
0xD443D000  0x00000800  -
0xD443D800  0x00000800  +
0xD443E000  0x00000800  -
0xD443E800  0x00000800  +
0xD443F000  0x00000800  -
0xD443F800  0x00000800  +
0xD4440000  0x00000800  -
0xD4440800  0x00000800  +
0xD4441000  0x00000800  -
0xD4441800  0x00000800  +
0xD4442000  0x00000800  -
0xD4442800  0x00000800  +
0xD4443000  0x00000800  -
0xD4443800  0x00000800  +
0xD4444000  0x00000800  -
0xD4444800  0x00000800  +
0xD4445000  0x00000800  -
0xD4445800  0x00000800  +
0xD4446000  0x00000800  -
0xD4446800  0x00000800  +
0xD4447000  0x00000800  -
0xD4447800  0x00000800  +
0xD4448000  0x00000800  -
0xD4448800  0x00000800  +
0xD4449000  0x00000800  -
0xD4449800  0x00000800  +
0xD444A000  0x00000800  -
0xD444A800  0x00000800  +
0xD444B000  0x00000800  -
0xD444B800  0x00000800  +
0xD444C000  0x00000800  -
0xD444C800  0x00000800  +
0xD444D000  0x00000800  -
0xD444D800  0x00000800  +
0xD444E000  0x00000800  -
0xD444E800  0x00000800  +
0xD444F000  0x00000800  -
0xD444F800  0x00000800  +
0xD4450000  0x00008800  -
0xD4458800  0x00000800  +
0xD4459000  0x00000800  -
0xD4459800  0x00000800  +
0xD445A000  0x00000800  -
0xD445A800  0x00000800  +
0xD445B000  0x00000800  -
0xD445B800  0x00000800  +
0xD445C000  0x00001000  -
0xD445D000  0x0000B000  +
0xD4468000  0x00008800  -
0xD4470800  0x00000800  +
0xD4471000  0x00000800  -
0xD4471800  0x00000800  +
0xD4472000  0x00000800  -
0xD4472800  0x00000800  +
0xD4473000  0x00000800  -
0xD4473800  0x00000800  +
0xD4474000  0x00000800  -
0xD4474800  0x00000800  +
0xD4475000  0x00000800  -
0xD4475800  0x00000800  +
0xD4476000  0x00000800  -
0xD4476800  0x00000800  +
0xD4477000  0x00000800  -
0xD4477800  0x00000800  +
0xD4478000  0x00000800  -
0xD4478800  0x00000800  +
0xD4479000  0x00000800  -
0xD4479800  0x00000800  +
0xD447A000  0x00000800  -
0xD447A800  0x00000800  +
0xD447B000  0x00000800  -
0xD447B800  0x00000800  +
0xD447C000  0x00000800  -
0xD447C800  0x00000800  +
0xD447D000  0x00000800  -
0xD447D800  0x00000800  +
0xD447E000  0x00000800  -
0xD447E800  0x00000800  +
0xD447F000  0x00000800  -
0xD447F800  0x00000800  +
0xD4480000  0x00000800  -
0xD4480800  0x00000800  +
0xD4481000  0x00000800  -
0xD4481800  0x00000800  +
0xD4482000  0x00000800  -
0xD4482800  0x00000800  +
0xD4483000  0x00000800  -
0xD4483800  0x00000800  +
0xD4484000  0x00000800  -
0xD4484800  0x00000800  +
0xD4485000  0x00000800  -
0xD4485800  0x00000800  +
0xD4486000  0x00000800  -
0xD4486800  0x00000800  +
0xD4487000  0x00000800  -
0xD4487800  0x00000800  +
0xD4488000  0x00008800  -
0xD4490800  0x00000800  +
0xD4491000  0x00000800  -
0xD4491800  0x00000800  +
0xD4492000  0x00000800  -
0xD4492800  0x00000800  +
0xD4493000  0x00000800  -
0xD4493800  0x00000800  +
0xD4494000  0x00000800  -
0xD4494800  0x00000800  +
0xD4495000  0x00000800  -
0xD4495800  0x00000800  +
0xD4496000  0x00000800  -
0xD4496800  0x00000800  +
0xD4497000  0x00000800  -
0xD4497800  0x00000800  +
0xD4498000  0x00000800  -
0xD4498800  0x00000800  +
0xD4499000  0x00000800  -
0xD4499800  0x00000800  +
0xD449A000  0x00000800  -
0xD449A800  0x00000800  +
0xD449B000  0x00000800  -
0xD449B800  0x00000800  +
0xD449C000  0x00000800  -
0xD449C800  0x00000800  +
0xD449D000  0x00000800  -
0xD449D800  0x00000800  +
0xD449E000  0x00000800  -
0xD449E800  0x00000800  +
0xD449F000  0x00000800  -
0xD449F800  0x00000800  +
0xD44A0000  0x00000800  -
0xD44A0800  0x00000800  +
0xD44A1000  0x00000800  -
0xD44A1800  0x00000800  +
0xD44A2000  0x00000800  -
0xD44A2800  0x00000800  +
0xD44A3000  0x00000800  -
0xD44A3800  0x00000800  +
0xD44A4000  0x00000800  -
0xD44A4800  0x00000800  +
0xD44A5000  0x00000800  -
0xD44A5800  0x00000800  +
0xD44A6000  0x00000800  -
0xD44A6800  0x00000800  +
0xD44A7000  0x00000800  -
0xD44A7800  0x00000800  +
0xD44A8000  0x00008000  -
0xD44B0000  0x00018000  +
0xD44C8000  0x00008800  -
0xD44D0800  0x00000800  +
0xD44D1000  0x00000800  -
0xD44D1800  0x00000800  +
0xD44D2000  0x00000800  -
0xD44D2800  0x00000800  +
0xD44D3000  0x00000800  -
0xD44D3800  0x00000800  +
0xD44D4000  0x00000800  -
0xD44D4800  0x00000800  +
0xD44D5000  0x00000800  -
0xD44D5800  0x00000800  +
0xD44D6000  0x00000800  -
0xD44D6800  0x00000800  +
0xD44D7000  0x00000800  -
0xD44D7800  0x00000800  +
0xD44D8000  0x00000800  -
0xD44D8800  0x00000800  +
0xD44D9000  0x00000800  -
0xD44D9800  0x00000800  +
0xD44DA000  0x00000800  -
0xD44DA800  0x00000800  +
0xD44DB000  0x00000800  -
0xD44DB800  0x00000800  +
0xD44DC000  0x00000800  -
0xD44DC800  0x00000800  +
0xD44DD000  0x00000800  -
0xD44DD800  0x00000800  +
0xD44DE000  0x00000800  -
0xD44DE800  0x00000800  +
0xD44DF000  0x00000800  -
0xD44DF800  0x00000800  +
0xD44E0000  0x00008800  -
0xD44E8800  0x00000800  +
0xD44E9000  0x00000800  -
0xD44E9800  0x00000800  +
0xD44EA000  0x00000800  -
0xD44EA800  0x00000800  +
0xD44EB000  0x00000800  -
0xD44EB800  0x00000800  +
0xD44EC000  0x00000800  -
0xD44EC800  0x00000800  +
0xD44ED000  0x00000800  -
0xD44ED800  0x00000800  +
0xD44EE000  0x00000800  -
0xD44EE800  0x00000800  +
0xD44EF000  0x00000800  -
0xD44EF800  0x00000800  +
0xD44F0000  0x00000800  -
0xD44F0800  0x00000800  +
0xD44F1000  0x00000800  -
0xD44F1800  0x00000800  +
0xD44F2000  0x00000800  -
0xD44F2800  0x00000800  +
0xD44F3000  0x00000800  -
0xD44F3800  0x00000800  +
0xD44F4000  0x00000800  -
0xD44F4800  0x00000800  +
0xD44F5000  0x00000800  -
0xD44F5800  0x00000800  +
0xD44F6000  0x00000800  -
0xD44F6800  0x00000800  +
0xD44F7000  0x00000800  -
0xD44F7800  0x00000800  +
0xD44F8000  0x00000800  -
0xD44F8800  0x00000800  +
0xD44F9000  0x00000800  -
0xD44F9800  0x00000800  +
0xD44FA000  0x00000800  -
0xD44FA800  0x00000800  +
0xD44FB000  0x00000800  -
0xD44FB800  0x00000800  +
0xD44FC000  0x00000800  -
0xD44FC800  0x00000800  +
0xD44FD000  0x00000800  -
0xD44FD800  0x00000800  +
0xD44FE000  0x00000800  -
0xD44FE800  0x00000800  +
0xD44FF000  0x00000800  -
0xD44FF800  0x00000800  +
0xD4500000  0x00008800  -
0xD4508800  0x00000800  +
0xD4509000  0x00000800  -
0xD4509800  0x00000800  +
0xD450A000  0x00000800  -
0xD450A800  0x00000800  +
0xD450B000  0x00000800  -
0xD450B800  0x00000800  +
0xD450C000  0x00000800  -
0xD450C800  0x00000800  +
0xD450D000  0x00000800  -
0xD450D800  0x00000800  +
0xD450E000  0x00000800  -
0xD450E800  0x00000800  +
0xD450F000  0x00001000  -
0xD4510000  0x00010000  +
0xD4520000  0x00008800  -
0xD4528800  0x00000800  +
0xD4529000  0x00000800  -
0xD4529800  0x00000800  +
0xD452A000  0x00000800  -
0xD452A800  0x00000800  +
0xD452B000  0x00000800  -
0xD452B800  0x00000800  +
0xD452C000  0x00000800  -
0xD452C800  0x00000800  +
0xD452D000  0x00000800  -
0xD452D800  0x00000800  +
0xD452E000  0x00000800  -
0xD452E800  0x00000800  +
0xD452F000  0x00000800  -
0xD452F800  0x00000800  +
0xD4530000  0x00000800  -
0xD4530800  0x00000800  +
0xD4531000  0x00000800  -
0xD4531800  0x00000800  +
0xD4532000  0x00000800  -
0xD4532800  0x00000800  +
0xD4533000  0x00000800  -
0xD4533800  0x00000800  +
0xD4534000  0x00000800  -
0xD4534800  0x00000800  +
0xD4535000  0x00000800  -
0xD4535800  0x00000800  +
0xD4536000  0x00000800  -
0xD4536800  0x00000800  +
0xD4537000  0x00000800  -
0xD4537800  0x00000800  +
0xD4538000  0x00008000  -
0xD4540000  0x00018000  +
0xD4558000  0x00008800  -
0xD4560800  0x00000800  +
0xD4561000  0x00000800  -
0xD4561800  0x00000800  +
0xD4562000  0x00000800  -
0xD4562800  0x00000800  +
0xD4563000  0x00000800  -
0xD4563800  0x00000800  +
0xD4564000  0x00000800  -
0xD4564800  0x00000800  +
0xD4565000  0x00000800  -
0xD4565800  0x00000800  +
0xD4566000  0x00000800  -
0xD4566800  0x00000800  +
0xD4567000  0x00000800  -
0xD4567800  0x00000800  +
0xD4568000  0x00000800  -
0xD4568800  0x00000800  +
0xD4569000  0x00000800  -
0xD4569800  0x00000800  +
0xD456A000  0x00000800  -
0xD456A800  0x00000800  +
0xD456B000  0x00000800  -
0xD456B800  0x00000800  +
0xD456C000  0x00000800  -
0xD456C800  0x00000800  +
0xD456D000  0x00000800  -
0xD456D800  0x00000800  +
0xD456E000  0x00000800  -
0xD456E800  0x00000800  +
0xD456F000  0x00001000  -
0xD4570000  0x00008000  +
0xD4578000  0x00008800  -
0xD4580800  0x00000800  +
0xD4581000  0x00000800  -
0xD4581800  0x00000800  +
0xD4582000  0x00000800  -
0xD4582800  0x00000800  +
0xD4583000  0x00000800  -
0xD4583800  0x00000800  +
0xD4584000  0x00000800  -
0xD4584800  0x00000800  +
0xD4585000  0x00000800  -
0xD4585800  0x00000800  +
0xD4586000  0x00000800  -
0xD4586800  0x00000800  +
0xD4587000  0x00000800  -
0xD4587800  0x00000800  +
0xD4588000  0x00000800  -
0xD4588800  0x00000800  +
0xD4589000  0x00000800  -
0xD4589800  0x00000800  +
0xD458A000  0x00000800  -
0xD458A800  0x00000800  +
0xD458B000  0x00000800  -
0xD458B800  0x00000800  +
0xD458C000  0x00000800  -
0xD458C800  0x00000800  +
0xD458D000  0x00000800  -
0xD458D800  0x00000800  +
0xD458E000  0x00000800  -
0xD458E800  0x00000800  +
0xD458F000  0x00000800  -
0xD458F800  0x00000800  +
0xD4590000  0x00000800  -
0xD4590800  0x00000800  +
0xD4591000  0x00000800  -
0xD4591800  0x00000800  +
0xD4592000  0x00000800  -
0xD4592800  0x00000800  +
0xD4593000  0x00000800  -
0xD4593800  0x00001000  +
0xD4594800  0x00000800  -
0xD4595000  0x00000800  +
0xD4595800  0x00000800  -
0xD4596000  0x00000800  +
0xD4596800  0x00000800  -
0xD4597000  0x00000800  +
0xD4597800  0x00008800  -
0xD45A0000  0x00010000  +
0xD45B0000  0x00008000  -
0xD45B8000  0x00000800  +
0xD45B8800  0x00000800  -
0xD45B9000  0x00000800  +
0xD45B9800  0x00000800  -
0xD45BA000  0x00000800  +
0xD45BA800  0x00000800  -
0xD45BB000  0x00000800  +
0xD45BB800  0x00000800  -
0xD45BC000  0x00000800  +
0xD45BC800  0x00000800  -
0xD45BD000  0x00000800  +
0xD45BD800  0x00000800  -
0xD45BE000  0x00000800  +
0xD45BE800  0x00000800  -
0xD45BF000  0x00000800  +
0xD45BF800  0x00000800  -
0xD45C0000  0x00000800  +
0xD45C0800  0x00000800  -
0xD45C1000  0x00000800  +
0xD45C1800  0x00000800  -
0xD45C2000  0x00000800  +
0xD45C2800  0x00000800  -
0xD45C3000  0x00000800  +
0xD45C3800  0x00000800  -
0xD45C4000  0x00000800  +
0xD45C4800  0x00000800  -
0xD45C5000  0x00000800  +
0xD45C5800  0x00000800  -
0xD45C6000  0x00000800  +
0xD45C6800  0x00000800  -
0xD45C7000  0x00000800  +
0xD45C7800  0x00000800  -
0xD45C8000  0x00000800  +
0xD45C8800  0x00000800  -
0xD45C9000  0x00000800  +
0xD45C9800  0x00000800  -
0xD45CA000  0x00000800  +
0xD45CA800  0x00000800  -
0xD45CB000  0x00000800  +
0xD45CB800  0x00000800  -
0xD45CC000  0x00000800  +
0xD45CC800  0x00000800  -
0xD45CD000  0x00000800  +
0xD45CD800  0x00000800  -
0xD45CE000  0x00000800  +
0xD45CE800  0x00000800  -
0xD45CF000  0x00000800  +
0xD45CF800  0x00008800  -
0xD45D8000  0x00000800  +
0xD45D8800  0x00000800  -
0xD45D9000  0x00000800  +
0xD45D9800  0x00000800  -
0xD45DA000  0x00000800  +
0xD45DA800  0x00000800  -
0xD45DB000  0x00000800  +
0xD45DB800  0x00000800  -
0xD45DC000  0x00001800  +
0xD45DD800  0x00000800  -
0xD45DE000  0x00000800  +
0xD45DE800  0x00000800  -
0xD45DF000  0x00000800  +
0xD45DF800  0x00000800  -
0xD45E0000  0x00000800  +
0xD45E0800  0x00000800  -
0xD45E1000  0x00000800  +
0xD45E1800  0x00000800  -
0xD45E2000  0x00000800  +
0xD45E2800  0x00000800  -
0xD45E3000  0x00000800  +
0xD45E3800  0x00000800  -
0xD45E4000  0x00000800  +
0xD45E4800  0x00000800  -
0xD45E5000  0x00000800  +
0xD45E5800  0x00000800  -
0xD45E6000  0x00000800  +
0xD45E6800  0x00000800  -
0xD45E7000  0x00000800  +
0xD45E7800  0x00000800  -
0xD45E8000  0x00000800  +
0xD45E8800  0x00000800  -
0xD45E9000  0x00000800  +
0xD45E9800  0x00000800  -
0xD45EA000  0x00000800  +
0xD45EA800  0x00000800  -
0xD45EB000  0x00000800  +
0xD45EB800  0x00000800  -
0xD45EC000  0x00000800  +
0xD45EC800  0x00000800  -
0xD45ED000  0x00000800  +
0xD45ED800  0x00000800  -
0xD45EE000  0x00000800  +
0xD45EE800  0x00000800  -
0xD45EF000  0x00000800  +
0xD45EF800  0x00008800  -
0xD45F8000  0x00000800  +
0xD45F8800  0x00000800  -
0xD45F9000  0x00000800  +
0xD45F9800  0x00000800  -
0xD45FA000  0x00000800  +
0xD45FA800  0x00000800  -
0xD45FB000  0x00000800  +
0xD45FB800  0x00000800  -
0xD45FC000  0x00000800  +
0xD45FC800  0x00000800  -
0xD45FD000  0x00000800  +
0xD45FD800  0x00000800  -
0xD45FE000  0x00000800  +
0xD45FE800  0x00000800  -
0xD45FF000  0x00000800  +
